parliament,member,birthPlace,coordinates,start,end,party
31,"Auckland Geddes, 1st Baron Geddes",London,(-0.1275 51.507222222),1918,1920,Conservative Party
34,Malcolm Barclay-Harvey,London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,John Frederick Peel Rawlinson,England,(-1.0 53.0),1924,1926,Conservative Party
34,"Eustace Percy, 1st Baron Percy of Newcastle",Mayfair,(-0.147222222 51.510277777),1924,1929,Conservative Party
34,Reginald Hall,Wiltshire,(-1.9 51.3),1925,1929,Conservative Party
33,George Balfour,Portsmouth,(-1.087222222 50.805833333),1923,1924,Conservative Party
31,"George Younger, 1st Viscount Younger of Leckie",Alloa,(-3.7912 56.1155),1918,1922,Conservative Party
34,"Gwendolen Guinness, Countess of Iveagh",Richmond Terrace,(-0.125202 51.5028),1927,1929,Conservative Party
31,"Gordon Hewart, 1st Viscount Hewart",Bury,(-2.298552777 53.59315),1918,1922,Liberal Party
31,Frank Fahy,County Galway,(-9.0 53.333333333),1918,1922,Sinn Féin
33,"John Seely, 1st Baron Mottistone",Derbyshire,(-1.61 53.18),1923,1924,Conservative Party
34,J. Griffyth Fairfax,Sydney,(151.21 -33.867777777),1924,1929,Conservative Party
32,James Childs Gould,Cardiff,(-3.179166666 51.481666666),1922,1923,Conservative Party
37,James Despencer-Robertson,Liverpool,(-2.991666666 53.407222222),1935,1942,Conservative Party
31,James Fortescue Flannery,Liverpool,(-2.991666666 53.407222222),1918,1922,Conservative Party
35,"Walter Runciman, 1st Viscount Runciman of Doxford",South Shields,(-1.43 54.995),1929,1931,Liberal Party
32,Herbert Fisher,London,(-0.1275 51.507222222),1922,1923,Liberal Party
37,Willie Gallacher,Paisley,(-4.423888888 55.845555555),1935,1945,Communist Party of Great Britain
35,"Arthur Ponsonby, 1st Baron Ponsonby of Shulbrede",Windsor Castle,(-0.60483 51.4838),1929,1930,Labour Party
34,William Adamson,Dunfermline,(-3.461666666 56.071388888),1924,1929,Labour Party
34,"Philip Snowden, 1st Viscount Snowden",Cowling,(-2.047 53.8831),1924,1929,Labour Party
36,"Brendan Bracken, 1st Viscount Bracken",Templemore,(-7.08 52.8),1931,1935,Conservative Party
34,Vernon Hartshorn,Crosskeys,(-3.1207 51.6169),1924,1929,Labour Party
33,James Henry Thomas,Newport,(-2.997777777 51.588611111),1923,1924,Labour Party
34,Edward FitzRoy,London,(-0.1275 51.507222222),1924,1928,Conservative Party
34,"Thomas Inskip, 1st Viscount Caldecote",Bristol,(-2.5975 51.453611111),1924,1929,Conservative Party
36,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Hatfield House,(-0.2092 51.7606),1931,1935,Conservative Party
36,Frank Hornby,Liverpool,(-2.991666666 53.407222222),1931,1935,Conservative Party
31,"Vere Ponsonby, 9th Earl of Bessborough",London,(-0.1275 51.507222222),1918,1920,Conservative Party
35,J. F. Horrabin,Peterborough,(-0.243055555 52.5725),1929,1931,Labour Party
35,Jack Hayes,Wolverhampton,(-2.125277777 52.584166666),1929,1931,Labour Party
36,Jack Lawson,Whitehaven,(-3.5855 54.548),1931,1935,Labour Party
31,James Bell,Darlington,(-1.557222222 54.522777777),1918,1922,Labour Party
35,James John Hamlyn Moses,Dartmouth,(-3.578611111 50.350277777),1929,1931,Labour Party
35,James Marley,Shotts,(-3.80393 55.8224),1929,1931,Labour Party
34,James Patrick Gardner,Belfast,(-5.93 54.596388888),1926,1929,Labour Party
34,James Sexton,Newcastle upon Tyne,(-1.613333333 54.977777777),1924,1929,Labour Party
37,Jennie Adamson,Kilmarnock,(-4.451816861 55.62539811),1938,1945,Labour Party
37,John Banfield,Burton upon Trent,(-1.636666666 52.801944444),1935,1945,Labour Party
34,John Beckett,London,(-0.1275 51.507222222),1924,1929,Labour Party
31,Desmond FitzGerald,Forest Gate,(0.02739 51.5508),1918,1922,Sinn Féin
31,Eoin MacNeill,Glenarm,(-5.966666666 54.966666666),1918,1922,Sinn Féin
31,Ernest Blythe,Lisburn,(-6.033333333 54.516666666),1918,1922,Sinn Féin
31,Terence MacSwiney,Cork,(-8.473055555 51.9),1918,1920,Sinn Féin
31,Fionán Lynch,Cahersiveen,(-10.223808 51.948286),1918,1922,Fine Gael
31,James Lennon,Borris,(-6.9175 52.6),1918,1922,Sinn Féin
31,George Noble Plunkett,Dublin,(-6.260277777 53.349722222),1918,1922,Fianna Fáil
31,W. T. Cosgrave,Dublin,(-6.260277777 53.349722222),1918,1922,Sinn Féin
31,"James Craig, 1st Viscount Craigavon",Belfast,(-5.93 54.596388888),1918,1921,Ulster Unionist Party
31,Joseph Larmor,Belfast,(-5.93 54.596388888),1918,1922,Conservative Party
31,"Walter Long, 1st Viscount Long",Bath,(-2.358611 51.381389),1918,1921,Conservative Party
37,James Armand de Rothschild,Paris,(2.352222222 48.856666666),1935,1945,Liberal Party
32,James Falconer,Angus,(-2.916666666 56.666666666),1922,1923,Liberal Party
31,George Gavan Duffy,Cheshire,(-2.583333333 53.166666666),1918,1922,Cumann na nGaedheal
35,"Gerard Wallop, 9th Earl of Portsmouth",Chicago,(-87.65005 41.85003),1929,1931,Conservative Party
34,Gervase Beckett,Meanwood,(-1.5642 53.832),1924,1929,Conservative Party
35,Godfrey Wilson,Melbourne,(144.963055555 -37.814166666),1929,1931,Conservative Party
32,Gordon Hall Caine,Hampstead,(-0.1744 51.5541),1922,1923,Conservative Party
34,"William Bridgeman, 1st Viscount Bridgeman",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,"Ronald McNeill, 1st Baron Cushendun",Ulster,(-6.744555555 54.740722222),1924,1927,Conservative Party
31,Gustavus Arthur Talbot,Withington,(-1.95833 51.8389),1918,1920,Conservative Party
34,Guy Gaunt,Ballarat,(143.8475 -37.560833333),1924,1926,Conservative Party
34,"Hamar Greenwood, 1st Viscount Greenwood",Whitby,(-78.942222222 43.88),1924,1929,Conservative Party
37,John Frederick Eales,Manchester,(-2.233333333 53.466666666),1935,1936,Conservative Party
32,John Henry Thorpe,Cork,(-8.473055555 51.9),1922,1923,Conservative Party
34,John Davidson,Mauritius,(57.5 -20.2),1924,1929,Conservative Party
36,"John Jestyn Llewellin, 1st Baron Llewellin",Chevening,(0.13165 51.2987),1931,1935,Conservative Party
34,John Marriott,Bowdon,(-2.3662 53.3765),1924,1929,Conservative Party
31,"Sir Henry Wilson, 1st Baronet",County Longford,(-7.75 53.666666666),1922,1922,Ulster Unionist Party
31,Arthur Griffith,Dublin,(-6.260277777 53.349722222),1918,1922,Sinn Féin
37,"Harold Balfour, 1st Baron Balfour of Inchrye",Camberley,(-0.742 51.335),1935,1945,Conservative Party
37,Harold Webbe,Solihull,(-1.772 52.413),1939,1945,Conservative Party
34,Harry Brittain,Sheffield,(-1.470277777 53.380833333),1924,1929,Conservative Party
31,Harry Samuel,Marylebone,(-0.147 51.5177),1918,1922,Conservative Party
37,James Maxton,Pollok,(-4.3524 55.8247),1935,1945,Independent Labour Party
34,"Robert Horne, 1st Viscount Horne of Slamannan",Slamannan,(-3.833327777 55.937902777),1924,1929,Unionist Party
33,John Robert Clynes,Oldham,(-2.118333333 53.544722222),1923,1924,Labour Party
37,Harold Nicolson,Tehran,(51.389722222 35.688888888),1935,1945,Labour Party
37,Beverley Baxter,Toronto,(-79.386666666 43.670277777),1935,1945,Conservative Party
36,Bracewell Smith,Keighley,(-1.916666666 53.866666666),1932,1935,Conservative Party
33,Carlyon Bellairs,Gibraltar,(-5.35 36.14),1923,1924,Conservative Party
34,Cecil Hanbury,Shanghai,(121.4691024 31.2323437),1924,1929,Conservative Party
31,Cecil Lowther,Ampthill,(-0.4906 52.0263),1921,1922,Conservative Party
36,Cedric Drewe,Royal Tunbridge Wells,(0.263 51.132),1931,1935,Conservative Party
32,John Sanctuary Nicholson,Kensington,(-0.1909 51.5004),1922,1923,Conservative Party
37,John Sandeman Allen,Rock Ferry,(-3.008 53.373),1935,1945,Conservative Party
31,John Scurrah Randles,Boston,(-0.0214 52.9746),1918,1922,Conservative Party
34,John Sewell Courtauld,Bocking,(0.55 51.88333111),1924,1929,Conservative Party
31,John Tyson Wigan,West Hartlepool,(-1.22498 54.6889),1918,1921,Conservative Party
37,Arthur Greenwood,Leeds,(-1.543611111 53.7975),1935,1945,Labour Party
32,Charles Harvey Dixon,Watlington,(-1.008 51.645),1922,1923,Conservative Party
35,Charles William Bowerman,Honiton,(-3.19 50.8),1929,1931,Labour Party
36,Charles Brown,Cromford,(-1.561 53.108),1931,1935,Labour Party
35,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1929,1931,Labour Party
37,Charles Edwards,Gravel,(-3.195876 52.343135),1935,1945,Labour Party
37,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1935,1940,Liberal Party
35,"Norman Birkett, 1st Baron Birkett",Ulverston,(-3.09 54.193),1929,1931,Liberal Party
37,John James Davidson,Inverness,(-4.225833333 57.483888888),1935,1945,Labour Party
35,John Kinley,Liverpool,(-2.991666666 53.407222222),1929,1931,Labour Party
37,John Parker,Bristol,(-2.5975 51.453611111),1935,1945,Labour Party
32,John Potts,Bolton,(-2.43 53.578333333),1922,1923,Labour Party
32,John Primrose Hay,Coatbridge,(-4.026666666 55.8625),1922,1923,Labour Party
35,Jack Oldfield,London,(-0.1275 51.507222222),1929,1931,Labour Party
35,Cynthia Mosley,Derby,(-1.476666666 52.921666666),1929,1931,Labour Party
37,"James Stuart, 1st Viscount Stuart of Findhorn",Edinburgh,(-3.189166666 55.953333333),1935,1945,Unionist Party
31,Eamonn Duggan,Richhill,(-6.551 54.372),1918,1922,Fine Gael
35,John Clarke,Jarrow,(-1.49 54.981388888),1929,1931,Labour Party
31,Halford Mackinder,Gainsborough,(-0.7732 53.4016),1918,1922,Conservative Party
37,"Douglas Douglas-Hamilton, 14th Duke of Hamilton",Pimlico,(-0.1395 51.4887),1935,1940,Unionist Party
36,John Buchan,Perth,(-3.433333333 56.395833333),1931,1935,Unionist Party
35,Gordon Lang,Monmouth,(-2.72 51.81),1929,1931,Labour Party
31,Richard Mulcahy,Waterford,(-7.119 52.2583),1918,1922,Fine Gael
31,John Edwards,Llanbadarn Fawr,(-4.06 52.408),1918,1922,Liberal Party
32,John Emlyn-Jones,Cardiff,(-3.179166666 51.481666666),1922,1923,Liberal Party
32,John Hinds,Carmarthen,(-4.316388888 51.856944444),1922,1923,Liberal Party
32,John Hope Simpson,Liverpool,(-2.991666666 53.407222222),1922,1923,Liberal Party
33,John Sturrock,Newport-on-Tay,(-2.94103 56.4402),1923,1924,Liberal Party
35,H. T. Muggeridge,Penge,(-0.0648 51.4174),1929,1931,Labour Party
35,"Harry Nathan, 1st Baron Nathan",London,(-0.1275 51.507222222),1929,1931,Labour Party
34,"Harry Snell, 1st Baron Snell",Sutton on Trent,(-0.82 53.18),1924,1929,Labour Party
31,Brian O'Higgins,Kilskeer,(-7.0 53.7),1918,1922,Sinn Féin
31,Bryan Cusack,County Cavan,(-7.25 53.916666666),1918,1922,Fianna Fáil
31,Cathcart Wason,Girvan,(-4.85614 55.2382),1918,1921,Liberal Party
33,Cecil Ramage,Edinburgh,(-3.189166666 55.953333333),1923,1924,Liberal Party
31,"Cecil Harmsworth, 1st Baron Harmsworth",St John's Wood,(-0.1751 51.5361),1918,1922,Liberal Party
31,Charles Edward Breese,Porthmadog,(-4.133333333 52.928055555),1918,1922,Liberal Party
36,Harcourt Johnstone,Kensington,(-0.1909 51.5004),1931,1935,Liberal Party
31,Gilbert McMicking,Liverpool,(-2.991666666 53.407222222),1918,1922,Liberal Party
36,Lionel Beaumont Thomas,Lydney,(-2.5285 51.7286),1931,1935,Conservative Party
37,Lord William Montagu Douglas Scott,London,(-0.1275 51.507222222),1935,1945,Conservative Party
34,Mabel Philipson,Peckham,(-0.0625 51.4714),1924,1929,Conservative Party
36,Marjorie Graves,Allerton,(-2.8934 53.3685),1931,1935,Conservative Party
36,Helen Brown Shaw,Glasgow,(-4.25 55.861111111),1931,1935,Unionist Party
31,Charles Jesson,Leicester,(-1.133055555 52.636111111),1918,1922,National Liberal Party
37,George Mitcheson,Heckmondwike,(-1.67 53.708),1935,1945,Conservative Party
33,Murrough John Wilson,Cliffe,(-1.673333333 54.534166666),1923,1924,Conservative Party
31,"James William Lowther, 1st Viscount Ullswater",London,(-0.1275 51.507222222),1918,1921,Conservative Party
34,"William Vanneck, 5th Baron Huntingfield",Gatton,(152.283333333 -27.55),1924,1929,Conservative Party
35,"Maurice Roche, 4th Baron Fermoy",Chelsea,(-0.1684 51.4875),1929,1931,Conservative Party
32,Leslie Wilson,London,(-0.1275 51.507222222),1922,1923,Conservative Party
34,"William Watson, Baron Thankerton",Edinburgh,(-3.189166666 55.953333333),1924,1929,Conservative Party
36,Chichester de Windt Crookshank,presidencies and provinces of British India,(77.209005694 28.613895388),1931,1935,Conservative Party
37,Christopher York,England,(-1.0 53.0),1939,1945,Conservative Party
34,Clement Kinloch-Cooke,Holborn,(-0.1136 51.5204),1924,1929,Conservative Party
36,Clyde Tabor Wilson,Birkenhead,(-3.016666666 53.383333333),1931,1935,Conservative Party
34,Cooper Rawson,Leicester,(-1.133055555 52.636111111),1924,1929,Conservative Party
34,"Martin Conway, 1st Baron Conway of Allington",Rochester,(0.50546 51.38764),1924,1929,Conservative Party
37,"Sir Ronald Cross, 1st Baronet",Pendleton,(-2.371 53.851),1935,1945,Conservative Party
34,"Rupert Guinness, 2nd Earl of Iveagh",London,(-0.1275 51.507222222),1924,1927,Conservative Party
34,John Morrow Simms,Newtownards,(-5.68 54.591),1924,1929,Ulster Unionist Party
31,Charles Murray,London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,C. W. W. McLean,Saint John,(-66.0628 45.2796),1918,1922,Conservative Party
34,Charles Williamson Crook,Preston,(-2.698055555 53.759444444),1924,1926,Conservative Party
37,"Charles Wood, 2nd Earl of Halifax",St George Hanover Square,(-0.143056 51.5125),1937,1945,Conservative Party
35,Marion Phillips,Melbourne,(144.963055555 -37.814166666),1929,1931,Labour Party
32,Maurice Alexander,Canada,(-109.0 56.0),1922,1923,Labour Party
37,Megan Lloyd George,Criccieth,(-4.236261111 52.916969444),1935,1945,Labour Party
31,John Williams,Aberaman,(-3.43333 51.7),1918,1922,Labour Party
31,William Wilson,Kendal,(-2.745 54.326),1918,1921,Labour Party
31,"Sydney Arnold, 1st Baron Arnold",Altrincham,(-2.355669444 53.383372222),1918,1920,Labour Party
35,Charles Simmons,Moseley,(-1.88814 52.4467),1929,1931,Labour Party
31,Charles Stanton,Aberaman,(-3.43333 51.7),1918,1922,Labour Party
35,"Craigie Aitchison, Lord Aitchison",Falkirk,(-3.784444444 56.000555555),1929,1931,Labour Party
35,Dan Chater,Lambeth,(-0.1193 51.4903),1929,1931,Labour Party
36,David Grenfell,Penyrheol,(-4.05531 51.6808),1931,1935,Labour Party
35,"David Kirkwood, 1st Baron Kirkwood",Parkhead,(-4.1978 55.8486),1929,1931,Labour Party
34,"Jennie Lee, Baroness Lee of Asheridge",Fife,(-3.2 56.25),1929,1929,Labour Party
35,Lucy Noel-Buxton,Winchester,(-1.308611111 51.063333333),1930,1931,Labour Party
31,John J. O'Kelly,Valentia Island,(-10.35 51.9),1918,1922,Sinn Féin
31,Liam Mellows,Manchester,(-2.233333333 53.466666666),1918,1922,Sinn Féin
31,Harry Boland,Phibsborough,(-6.272666666 53.360666666),1918,1922,Sinn Féin
32,Margaret Wintringham,Oldfield,(-1.992 53.837),1922,1923,Liberal Party
31,"Matthew Vaughan-Davies, 1st Baron Ystwyth",Tanybwlch,(-4.0869744 52.39366),1918,1921,Liberal Party
31,Spencer Leigh Hughes,Trowbridge,(-2.207 51.32),1918,1920,Liberal Party
37,Clement Davies,Llanfyllin,(-3.2725 52.766388888),1935,1945,Liberal Party
31,Clement Edwards,Knighton,(-3.048216 52.343917),1918,1922,Liberal Party
31,Colin Coote,Fenstanton,(-0.07 52.3),1918,1922,Liberal Party
33,John Henry Whitley,Halifax,(-1.863 53.725),1923,1924,Liberal Party
35,Tudor Walters,Pontypool,(-3.041 51.703),1929,1931,Liberal Party
34,"John Gretton, 1st Baron Gretton",Newton Solney,(-1.582 52.828),1924,1929,Conservative Party
36,Alfred Bossom,London,(-0.1275 51.507222222),1931,1935,Conservative Party
36,Alan Chorlton,Audenshaw,(-2.1122 53.4743),1931,1935,Conservative Party
37,"Alan Lennox-Boyd, 1st Viscount Boyd of Merton",Christchurch,(-1.78 50.73),1935,1945,Conservative Party
37,Albert Braithwaite,Horsforth,(-1.642880555 53.834130555),1935,1945,Conservative Party
31,Albert Buckley,Great Crosby,(-3.0224 53.4929),1918,1922,Conservative Party
36,Alfred Critchley,Calgary,(-114.066666666 51.05),1934,1935,Conservative Party
34,Alfred Hopkinson,Manchester,(-2.233333333 53.466666666),1926,1929,Conservative Party
34,Alfred Jephcott,Coventry,(-1.516666666 52.416666666),1924,1929,Conservative Party
37,Alfred Law,West Bromwich,(-1.983333333 52.516666666),1935,1939,Conservative Party
36,Andrew Gault,Margate,(1.3838 51.385),1931,1935,Conservative Party
31,Daniel Martin Wilson,Limerick,(-8.6238 52.6653),1918,1921,Ulster Unionist Party
35,Oswald Mosley,Westminster,(-0.1333 51.4995),1929,1931,Conservative Party
33,"Walter Guinness, 1st Baron Moyne",Dublin,(-6.260277777 53.349722222),1923,1924,Conservative Party
31,Mark Sykes,London,(-0.1275 51.507222222),1918,1919,Conservative Party
33,"Douglas Hogg, 1st Viscount Hailsham",London,(-0.1275 51.507222222),1923,1924,Conservative Party
31,Frederick Young,Blyth,(138.483 -33.8333),1918,1922,Conservative Party
37,"Geoffrey Hutchinson, Baron Ilford",Prestwich,(-2.2833 53.5333),1937,1945,Conservative Party
36,George Harvey,Scarborough,(-0.4 54.2825),1931,1935,Conservative Party
34,"George Hennessy, 1st Baron Windlesham",Château de Bagnolet,(-0.32 45.7133),1924,1929,Conservative Party
34,"George Lane-Fox, 1st Baron Bingley",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,"William Joynson-Hicks, 1st Viscount Brentford",Kent,(0.73 51.19),1924,1929,Conservative Party
34,Philip Pilditch,Compton,(-4.12028 50.3889),1924,1929,Conservative Party
37,Reginald Craddock,Dharamshala,(76.318611111 32.215277777),1935,1937,Conservative Party
32,Richard Barnett,Forest Hill,(-0.053 51.4457),1922,1923,Conservative Party
37,Richard Pilkington,St Helens,(-2.7461 53.4541),1935,1945,Conservative Party
34,Robert Gee,Leicester,(-1.133055555 52.636111111),1924,1927,Conservative Party
32,"Robert Sanders, 1st Baron Bayford",London,(-0.1275 51.507222222),1922,1923,Conservative Party
37,"Robin Turton, Baron Tranmire",Kildale,(-1.03193 54.4789),1935,1945,Conservative Party
35,Fred Jowett,Bradford,(-1.751 53.794),1929,1931,Labour Party
37,Geoffrey Mander,Wolverhampton,(-2.125277777 52.584166666),1935,1945,Labour Party
34,George Buchanan,Cairo,(31.235833333 30.044444444),1924,1929,Labour Party
31,"George Marks, 1st Baron Marks",Eltham,(0.051772222 51.451477777),1918,1922,Labour Party
35,George Dallas,Glasgow,(-4.25 55.861111111),1929,1931,Labour Party
31,George Edwards,Marsham,(1.254811111 52.769088888),1920,1922,Labour Party
37,"George Henry Hall, 1st Viscount Hall",Penrhiwceiber,(-3.361 51.67),1935,1945,Labour Party
32,George Roberts,Norfolk,(0.95 52.6725),1922,1923,Labour Party
37,George Hicks,Vernham Dean,(-1.51183 51.3074),1935,1945,Labour Party
37,George Isaacs,Finsbury,(-0.0925 51.5224),1939,1945,Labour Party
37,George Lathan,Norwich,(1.292777777 52.628611111),1935,1942,Labour Party
37,"George Mathers, 1st Baron Mathers",Newtown St Boswells,(-2.673055555 55.577222222),1935,1945,Labour Party
34,George Oliver,Bolton,(-2.43 53.578333333),1924,1929,Labour Party
37,George Strauss,London,(-0.1275 51.507222222),1935,1945,Labour Party
37,George Tomlinson,Rishton,(-2.418702777 53.770111111),1938,1945,Labour Party
37,"George Trefgarne, 1st Baron Trefgarne",Haverfordwest,(-4.969444444 51.801111111),1935,1945,Labour Party
35,"Oliver Baldwin, 2nd Earl Baldwin of Bewdley",Astley Hall,(-2.295947 52.307605),1929,1931,Labour Party
37,"Leslie Haden-Guest, 1st Baron Haden-Guest",Oldham,(-2.118333333 53.544722222),1937,1945,Labour Party
31,Albert Smith,Nelson,(-2.218 53.8346),1918,1920,Labour Party
31,Alexander Wilkie,Fife,(-3.2 56.25),1918,1922,Labour Party
31,Alfred Onions,Telford,(-2.4475 52.679166666),1918,1921,Labour Party
34,Alfred Salter,Greenwich,(0.0 51.48),1924,1929,Labour Party
31,Malcolm Smith,Shetland Islands,(-1.26068 60.35685),1921,1922,National Liberal Party
35,Andrew MacLaren,Glasgow,(-4.25 55.861111111),1929,1931,Labour Party
36,Aneurin Bevan,Tredegar,(-3.240688888 51.777611111),1931,1935,Labour Party
36,Stafford Cripps,London,(-0.1275 51.507222222),1931,1935,Labour Party
34,Sidney Webb,London,(-0.1275 51.507222222),1924,1929,Labour Party
33,E. D. Morel,Paris,(2.352222222 48.856666666),1923,1924,Labour Party
36,Frederick Llewellyn-Jones,Bethesda,(-4.0603 53.1794),1931,1935,Liberal Party
37,Geoffrey Shakespeare,Norwich,(1.292777777 52.628611111),1935,1945,Liberal Party
33,George McCrae,Aberdeen,(-2.1 57.15),1923,1924,Liberal Party
35,"Reginald Sorensen, Baron Sorensen",Islington,(-0.1027 51.544),1929,1931,Labour Party
37,Richard Acland,Broadclyst,(-3.433333333 50.766666666),1935,1942,Labour Party
37,Richard Stokes,Balham,(-0.1525 51.4434),1938,1945,Labour Party
35,Robert Forgan,Scotland,(-5.0 57.0),1929,1931,Labour Party
32,"Robert Morrison, 1st Baron Morrison",Aberdeen,(-2.1 57.15),1922,1923,Labour Party
32,Robert Richards,Llangynog,(-3.405141 52.824406),1922,1923,Labour Party
34,Robert Young,Glasgow,(-4.25 55.861111111),1924,1929,Labour Party
37,"Frederick Montague, 1st Baron Amwell",London Borough of Islington,(-0.102222222 51.541666666),1935,1945,Labour Party
34,"Frederick Pethick-Lawrence, 1st Baron Pethick-Lawrence",London,(-0.1275 51.507222222),1924,1929,Labour Party
33,George Ward,Barwell,(-1.346161111 52.568230555),1923,1924,Liberal Party
31,George Boyle Hanna,Ballymena,(-6.268 54.862),1919,1922,Ulster Unionist Party
37,A. P. Herbert,Ashtead,(-0.2986 51.3101),1935,1945,independent politician
34,John Ward,Oatlands,(-0.4008 51.3681),1924,1929,Liberal Party
34,Stanley Jackson,Chapel Allerton,(-1.54007 53.8359),1924,1926,Conservative Party
31,Seán T. O'Kelly,Dublin,(-6.260277777 53.349722222),1918,1922,Fianna Fáil
36,Aaron Curry,Newcastle upon Tyne,(-1.613333333 54.977777777),1931,1935,Liberal Party
34,Abraham England,Barrowford,(-2.221 53.851),1924,1929,Liberal Party
