parliament,member,birthPlace,coordinates,start,end,party
34,"John Moore-Brabazon, 1st Baron Brabazon of Tara",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,"George Lloyd, 1st Baron Lloyd",Warwickshire,(-1.583333333 52.333333333),1924,1925,Conservative Party
34,Malcolm Barclay-Harvey,London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,John Frederick Peel Rawlinson,England,(-1.0 53.0),1924,1926,Conservative Party
34,"Eustace Percy, 1st Baron Percy of Newcastle",Mayfair,(-0.147222222 51.510277777),1924,1929,Conservative Party
37,"Sir Fitzroy MacLean, 1st Baronet",Cairo,(31.235833333 30.044444444),1941,1945,Conservative Party
34,Reginald Hall,Wiltshire,(-1.9 51.3),1925,1929,Conservative Party
36,George Balfour,Portsmouth,(-1.087222222 50.805833333),1931,1935,Conservative Party
37,Ivor Bulmer-Thomas,Cwmbran,(-3.021 51.653),1942,1945,Conservative Party
34,"Gwendolen Guinness, Countess of Iveagh",Richmond Terrace,(-0.125202 51.5028),1927,1929,Conservative Party
34,J. Griffyth Fairfax,Sydney,(151.21 -33.867777777),1924,1929,Conservative Party
37,James Despencer-Robertson,Liverpool,(-2.991666666 53.407222222),1935,1942,Conservative Party
35,"Walter Runciman, 1st Viscount Runciman of Doxford",South Shields,(-1.43 54.995),1929,1931,Liberal Party
34,Herbert Fisher,London,(-0.1275 51.507222222),1924,1926,Liberal Party
37,Willie Gallacher,Paisley,(-4.423888888 55.845555555),1935,1945,Communist Party of Great Britain
38,Patrick Gordon Walker,Worthing,(-0.371386111 50.814711111),1945,1950,Labour Party
35,"Arthur Ponsonby, 1st Baron Ponsonby of Shulbrede",Windsor Castle,(-0.60483 51.4838),1929,1930,Labour Party
38,Hugh Gaitskell,London,(-0.1275 51.507222222),1945,1950,Labour Party
34,William Adamson,Dunfermline,(-3.461666666 56.071388888),1924,1929,Labour Party
34,"Philip Snowden, 1st Viscount Snowden",Cowling,(-2.047 53.8831),1924,1929,Labour Party
36,"Brendan Bracken, 1st Viscount Bracken",Templemore,(-7.08 52.8),1931,1935,Conservative Party
38,"David Eccles, 1st Viscount Eccles",London,(-0.1275 51.507222222),1945,1950,Conservative Party
34,Vernon Hartshorn,Crosskeys,(-3.1207 51.6169),1924,1929,Labour Party
36,James Henry Thomas,Newport,(-2.997777777 51.588611111),1931,1935,Labour Party
34,Edward FitzRoy,London,(-0.1275 51.507222222),1924,1928,Conservative Party
34,"Thomas Inskip, 1st Viscount Caldecote",Bristol,(-2.5975 51.453611111),1924,1929,Conservative Party
38,Selwyn Lloyd,Liverpool,(-2.991666666 53.407222222),1945,1950,Conservative Party
36,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Hatfield House,(-0.2092 51.7606),1931,1935,Conservative Party
36,Frank Hornby,Liverpool,(-2.991666666 53.407222222),1931,1935,Conservative Party
38,"Terence Donovan, Baron Donovan",London Borough of Newham,(0.033333333 51.516666666),1945,1950,Labour Party
37,Tom Driberg,Crowborough,(0.16 51.06),1942,1945,Labour Party
35,J. F. Horrabin,Peterborough,(-0.243055555 52.5725),1929,1931,Labour Party
35,Jack Hayes,Wolverhampton,(-2.125277777 52.584166666),1929,1931,Labour Party
36,Jack Lawson,Whitehaven,(-3.5855 54.548),1931,1935,Labour Party
38,"James Hoy, Baron Hoy",Edinburgh,(-3.189166666 55.953333333),1945,1950,Labour Party
35,James John Hamlyn Moses,Dartmouth,(-3.578611111 50.350277777),1929,1931,Labour Party
35,James Marley,Shotts,(-3.80393 55.8224),1929,1931,Labour Party
34,James Patrick Gardner,Belfast,(-5.93 54.596388888),1926,1929,Labour Party
34,James Sexton,Newcastle upon Tyne,(-1.613333333 54.977777777),1924,1929,Labour Party
37,Jennie Adamson,Kilmarnock,(-4.451816861 55.62539811),1938,1945,Labour Party
38,"George Delacourt-Smith, Baron Delacourt-Smith",Windsor,(-0.6 51.483333333),1945,1950,Labour Party
38,"George Wigg, Baron Wigg",West Ham,(0.007688888 51.5347),1945,1950,Labour Party
37,John Banfield,Burton upon Trent,(-1.636666666 52.801944444),1935,1945,Labour Party
34,John Beckett,London,(-0.1275 51.507222222),1924,1929,Labour Party
38,John Corlett,Lancashire,(-2.6 53.8),1945,1950,Labour Party
37,James Armand de Rothschild,Paris,(2.352222222 48.856666666),1935,1945,Liberal Party
35,"Gerard Wallop, 9th Earl of Portsmouth",Chicago,(-87.65005 41.85003),1929,1931,Conservative Party
34,Gervase Beckett,Meanwood,(-1.5642 53.832),1924,1929,Conservative Party
35,Godfrey Wilson,Melbourne,(144.963055555 -37.814166666),1929,1931,Conservative Party
36,Gordon Hall Caine,Hampstead,(-0.1744 51.5541),1931,1935,Conservative Party
34,"William Bridgeman, 1st Viscount Bridgeman",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,"Ronald McNeill, 1st Baron Cushendun",Ulster,(-6.744555555 54.740722222),1924,1927,Conservative Party
34,Guy Gaunt,Ballarat,(143.8475 -37.560833333),1924,1926,Conservative Party
34,"Hamar Greenwood, 1st Viscount Greenwood",Whitby,(-78.942222222 43.88),1924,1929,Conservative Party
37,John Frederick Eales,Manchester,(-2.233333333 53.466666666),1935,1936,Conservative Party
37,"John Hely-Hutchinson, 7th Earl of Donoughmore",Donoughmore,(-8.75 51.99),1943,1945,Conservative Party
34,John Davidson,Mauritius,(57.5 -20.2),1924,1929,Conservative Party
36,"John Jestyn Llewellin, 1st Baron Llewellin",Chevening,(0.13165 51.2987),1931,1935,Conservative Party
34,John Marriott,Bowdon,(-2.3662 53.3765),1924,1929,Conservative Party
37,"Harold Balfour, 1st Baron Balfour of Inchrye",Camberley,(-0.742 51.335),1935,1945,Conservative Party
37,Harold Webbe,Solihull,(-1.772 52.413),1939,1945,Conservative Party
34,Harry Brittain,Sheffield,(-1.470277777 53.380833333),1924,1929,Conservative Party
37,James Maxton,Pollok,(-4.3524 55.8247),1935,1945,Independent Labour Party
34,"Robert Horne, 1st Viscount Horne of Slamannan",Slamannan,(-3.833327777 55.937902777),1924,1929,Unionist Party
34,John Robert Clynes,Oldham,(-2.118333333 53.544722222),1924,1929,Labour Party
37,Harold Nicolson,Tehran,(51.389722222 35.688888888),1935,1945,Labour Party
37,Beverley Baxter,Toronto,(-79.386666666 43.670277777),1935,1945,Conservative Party
36,Bracewell Smith,Keighley,(-1.916666666 53.866666666),1932,1935,Conservative Party
35,Carlyon Bellairs,Gibraltar,(-5.35 36.14),1929,1931,Conservative Party
34,Cecil Hanbury,Shanghai,(121.4691024 31.2323437),1924,1929,Conservative Party
36,Cedric Drewe,Royal Tunbridge Wells,(0.263 51.132),1931,1935,Conservative Party
37,John Sandeman Allen,Rock Ferry,(-3.008 53.373),1935,1945,Conservative Party
34,John Sewell Courtauld,Bocking,(0.55 51.88333111),1924,1929,Conservative Party
37,Arthur Greenwood,Leeds,(-1.543611111 53.7975),1935,1945,Labour Party
38,"Billy Blyton, Baron Blyton",South Shields,(-1.43 54.995),1945,1950,Labour Party
35,Charles William Bowerman,Honiton,(-3.19 50.8),1929,1931,Labour Party
38,Caroline Ganley,Plymouth,(-4.142222222 50.371388888),1945,1950,Labour Party
36,Charles Brown,Cromford,(-1.561 53.108),1931,1935,Labour Party
35,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1929,1931,Labour Party
37,Charles Edwards,Gravel,(-3.195876 52.343135),1935,1945,Labour Party
37,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1935,1940,Liberal Party
35,"Norman Birkett, 1st Baron Birkett",Ulverston,(-3.09 54.193),1929,1931,Liberal Party
38,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1945,1950,Labour Party
37,John Eric Loverseed,Downham,(0.0058 51.4257),1943,1945,Labour Party
37,John James Davidson,Inverness,(-4.225833333 57.483888888),1935,1945,Labour Party
38,John Kinley,Liverpool,(-2.991666666 53.407222222),1945,1950,Labour Party
37,John Parker,Bristol,(-2.5975 51.453611111),1935,1945,Labour Party
38,John Platts-Mills,New Zealand,(174.0 -41.2),1945,1950,Labour Party
35,John Potts,Bolton,(-2.43 53.578333333),1929,1931,Labour Party
35,Jack Oldfield,London,(-0.1275 51.507222222),1929,1931,Labour Party
35,Cynthia Mosley,Derby,(-1.476666666 52.921666666),1929,1931,Labour Party
37,"James Stuart, 1st Viscount Stuart of Findhorn",Edinburgh,(-3.189166666 55.953333333),1935,1945,Unionist Party
35,John Clarke,Jarrow,(-1.49 54.981388888),1929,1931,Labour Party
38,John Timmons,North Lanarkshire,(-3.922 55.829),1945,1950,Labour Party
37,"Douglas Douglas-Hamilton, 14th Duke of Hamilton",Pimlico,(-0.1395 51.4887),1935,1940,Unionist Party
36,John Buchan,Perth,(-3.433333333 56.395833333),1931,1935,Unionist Party
38,"Dick Mitchison, Baron Mitchison",Staines-upon-Thames,(-0.511 51.434),1945,1950,Labour Party
38,Gordon Lang,Monmouth,(-2.72 51.81),1945,1950,Labour Party
38,"Goronwy Roberts, Baron Goronwy-Roberts",Bethesda,(-4.0603 53.1794),1945,1950,Labour Party
35,H. T. Muggeridge,Penge,(-0.0648 51.4174),1929,1931,Labour Party
35,"Harry Nathan, 1st Baron Nathan",London,(-0.1275 51.507222222),1929,1931,Labour Party
38,Harry Pursey,Sidmouth,(-3.239 50.68),1945,1950,Labour Party
34,"Harry Snell, 1st Baron Snell",Sutton on Trent,(-0.82 53.18),1924,1929,Labour Party
37,Harcourt Johnstone,Kensington,(-0.1909 51.5004),1940,1945,Liberal Party
36,Lionel Beaumont Thomas,Lydney,(-2.5285 51.7286),1931,1935,Conservative Party
37,"Lionel Berry, 2nd Viscount Kemsley",Hendon,(-0.2252 51.5837),1943,1945,Conservative Party
37,Lord William Montagu Douglas Scott,London,(-0.1275 51.507222222),1935,1945,Conservative Party
34,Mabel Philipson,Peckham,(-0.0625 51.4714),1924,1929,Conservative Party
36,Marjorie Graves,Allerton,(-2.8934 53.3685),1931,1935,Conservative Party
36,Helen Brown Shaw,Glasgow,(-4.25 55.861111111),1931,1935,Unionist Party
38,Christopher Mayhew,London,(-0.1275 51.507222222),1945,1950,Liberal Democrats
37,George Mitcheson,Heckmondwike,(-1.67 53.708),1935,1945,Conservative Party
34,Murrough John Wilson,Cliffe,(-1.673333333 54.534166666),1924,1929,Conservative Party
34,"William Vanneck, 5th Baron Huntingfield",Gatton,(152.283333333 -27.55),1924,1929,Conservative Party
35,"Maurice Roche, 4th Baron Fermoy",Chelsea,(-0.1684 51.4875),1929,1931,Conservative Party
34,"William Watson, Baron Thankerton",Edinburgh,(-3.189166666 55.953333333),1924,1929,Conservative Party
36,Chichester de Windt Crookshank,presidencies and provinces of British India,(77.209005694 28.613895388),1931,1935,Conservative Party
38,Christopher York,England,(-1.0 53.0),1945,1950,Conservative Party
34,Clement Kinloch-Cooke,Holborn,(-0.1136 51.5204),1924,1929,Conservative Party
36,Clyde Tabor Wilson,Birkenhead,(-3.016666666 53.383333333),1931,1935,Conservative Party
34,Cooper Rawson,Leicester,(-1.133055555 52.636111111),1924,1929,Conservative Party
37,Cyril Lakin,Cadoxton,(-3.256944444 51.413611111),1942,1945,Conservative Party
38,Cyril Osborne,Bulwell,(-1.19723 53.0005),1945,1950,Conservative Party
34,"Martin Conway, 1st Baron Conway of Allington",Rochester,(0.50546 51.38764),1924,1929,Conservative Party
37,"Sir Ronald Cross, 1st Baronet",Pendleton,(-2.371 53.851),1935,1945,Conservative Party
34,"Rupert Guinness, 2nd Earl of Iveagh",London,(-0.1275 51.507222222),1924,1927,Conservative Party
37,"Reginald Manningham-Buller, 1st Viscount Dilhorne",Amersham,(-0.633333333 51.666666666),1943,1945,Conservative Party
34,John Morrow Simms,Newtownards,(-5.68 54.591),1924,1929,Ulster Unionist Party
38,"John Maclay, 1st Viscount Muirshiel",Glasgow,(-4.25 55.861111111),1945,1950,National Liberal Party
34,Charles Williamson Crook,Preston,(-2.698055555 53.759444444),1924,1926,Conservative Party
37,"Charles Wood, 2nd Earl of Halifax",St George Hanover Square,(-0.143056 51.5125),1937,1945,Conservative Party
38,Margaret Herbison,Shotts,(-3.80393 55.8224),1945,1950,Labour Party
35,Marion Phillips,Melbourne,(144.963055555 -37.814166666),1929,1931,Labour Party
38,Mark Hewitson,Consett,(-1.83 54.85),1945,1950,Labour Party
38,Maurice Edelman,Cardiff,(-3.179166666 51.481666666),1945,1950,Labour Party
38,Maurice Orbach,Cardiff,(-3.179166666 51.481666666),1945,1950,Labour Party
37,Megan Lloyd George,Criccieth,(-4.236261111 52.916969444),1935,1945,Labour Party
37,Thomas Brooks,Thurgoland,(-1.5635 53.5054),1942,1945,Labour Party
38,Herschel Lewis Austin,Plymouth,(-4.142222222 50.371388888),1945,1950,Labour Party
38,Henry Usborne,Hisar,(75.736666666 29.148888888),1945,1950,Labour Party
35,Charles Simmons,Moseley,(-1.88814 52.4467),1929,1931,Labour Party
38,Clarice Shaw,Leith,(-3.17005 55.9801),1945,1946,Labour Party
38,Clifford Kenyon,Burnley,(-2.248055555 53.788888888),1945,1950,Labour Party
38,Clifford Wilcock,Luton,(-0.414722222 51.878333333),1945,1950,Labour Party
35,"Craigie Aitchison, Lord Aitchison",Falkirk,(-3.784444444 56.000555555),1929,1931,Labour Party
35,Dan Chater,Lambeth,(-0.1193 51.4903),1929,1931,Labour Party
36,David Grenfell,Penyrheol,(-4.05531 51.6808),1931,1935,Labour Party
38,David Hardman,London,(-0.1275 51.507222222),1945,1950,Labour Party
35,"David Kirkwood, 1st Baron Kirkwood",Parkhead,(-4.1978 55.8486),1929,1931,Labour Party
38,"Jennie Lee, Baroness Lee of Asheridge",Fife,(-3.2 56.25),1945,1950,Labour Party
37,John Burns Hynd,Perth,(-3.433333333 56.395833333),1944,1945,Labour Party
38,John Edwards,Aylesbury,(-0.8124 51.8168),1945,1950,Labour Party
38,Lucy Noel-Buxton,Winchester,(-1.308611111 51.063333333),1945,1950,Labour Party
38,Lynn Ungoed-Thomas,Carmarthen,(-4.316388888 51.856944444),1945,1950,Labour Party
38,Marcus Lipton,Sunderland,(-1.380277777 54.9),1945,1950,Labour Party
37,Moelwyn Hughes,Cardigan,(-4.657919444 52.084169444),1941,1945,Labour Party
37,Clement Davies,Llanfyllin,(-3.2725 52.766388888),1935,1945,Liberal Party
34,John Henry Whitley,Halifax,(-1.863 53.725),1924,1928,Liberal Party
35,Tudor Walters,Pontypool,(-3.041 51.703),1929,1931,Liberal Party
38,"George Ward, 1st Viscount Ward of Witley",London,(-0.1275 51.507222222),1945,1950,Conservative Party
34,"John Gretton, 1st Baron Gretton",Newton Solney,(-1.582 52.828),1924,1929,Conservative Party
36,Alfred Bossom,London,(-0.1275 51.507222222),1931,1935,Conservative Party
38,Aidan Crawley,Benenden,(0.5782 51.0675),1945,1950,Conservative Party
36,Alan Chorlton,Audenshaw,(-2.1122 53.4743),1931,1935,Conservative Party
38,"Alan Lennox-Boyd, 1st Viscount Boyd of Merton",Christchurch,(-1.78 50.73),1945,1950,Conservative Party
37,Albert Braithwaite,Horsforth,(-1.642880555 53.834130555),1935,1945,Conservative Party
36,Alfred Critchley,Calgary,(-114.066666666 51.05),1934,1935,Conservative Party
34,Alfred Hopkinson,Manchester,(-2.233333333 53.466666666),1926,1929,Conservative Party
34,Alfred Jephcott,Coventry,(-1.516666666 52.416666666),1924,1929,Conservative Party
37,Alfred Law,West Bromwich,(-1.983333333 52.516666666),1935,1939,Conservative Party
36,Andrew Gault,Margate,(1.3838 51.385),1931,1935,Conservative Party
35,Oswald Mosley,Westminster,(-0.1333 51.4995),1929,1931,Conservative Party
34,"Walter Guinness, 1st Baron Moyne",Dublin,(-6.260277777 53.349722222),1924,1929,Conservative Party
34,"Douglas Hogg, 1st Viscount Hailsham",London,(-0.1275 51.507222222),1924,1928,Conservative Party
38,"Frederick Erroll, 1st Baron Erroll of Hale",London,(-0.1275 51.507222222),1945,1950,Conservative Party
37,"John Reith, 1st Baron Reith",Stonehaven,(-2.21 56.96),1940,1940,Conservative Party
37,"Geoffrey Hutchinson, Baron Ilford",Prestwich,(-2.2833 53.5333),1937,1945,Conservative Party
36,George Harvey,Scarborough,(-0.4 54.2825),1931,1935,Conservative Party
34,"George Hennessy, 1st Baron Windlesham",Château de Bagnolet,(-0.32 45.7133),1924,1929,Conservative Party
34,"George Lane-Fox, 1st Baron Bingley",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,"William Joynson-Hicks, 1st Viscount Brentford",Kent,(0.73 51.19),1924,1929,Conservative Party
37,John Profumo,Kensington,(-0.1909 51.5004),1940,1945,Conservative Party
34,Philip Pilditch,Compton,(-4.12028 50.3889),1924,1929,Conservative Party
37,Reginald Craddock,Dharamshala,(76.318611111 32.215277777),1935,1937,Conservative Party
34,Richard Barnett,Forest Hill,(-0.053 51.4457),1924,1929,Conservative Party
37,Richard Pilkington,St Helens,(-2.7461 53.4541),1935,1945,Conservative Party
34,Robert Gee,Leicester,(-1.133055555 52.636111111),1924,1927,Conservative Party
34,"Robert Sanders, 1st Baron Bayford",London,(-0.1275 51.507222222),1924,1929,Conservative Party
37,"Robin Turton, Baron Tranmire",Kildale,(-1.03193 54.4789),1935,1945,Conservative Party
35,Fred Jowett,Bradford,(-1.751 53.794),1929,1931,Labour Party
38,"Frederick Wise, 1st Baron Wise",Bury St Edmunds,(0.7125 52.246667),1945,1950,Labour Party
37,Geoffrey Mander,Wolverhampton,(-2.125277777 52.584166666),1935,1945,Labour Party
34,George Buchanan,Cairo,(31.235833333 30.044444444),1924,1929,Labour Party
35,George Dallas,Glasgow,(-4.25 55.861111111),1929,1931,Labour Party
37,"George Henry Hall, 1st Viscount Hall",Penrhiwceiber,(-3.361 51.67),1935,1945,Labour Party
37,George Hicks,Vernham Dean,(-1.51183 51.3074),1935,1945,Labour Party
37,George Isaacs,Finsbury,(-0.0925 51.5224),1939,1945,Labour Party
37,George Lathan,Norwich,(1.292777777 52.628611111),1935,1942,Labour Party
38,"George Lindgren, Baron Lindgren",Islington,(-0.1027 51.544),1945,1950,Labour Party
37,"George Mathers, 1st Baron Mathers",Newtown St Boswells,(-2.673055555 55.577222222),1935,1945,Labour Party
34,George Oliver,Bolton,(-2.43 53.578333333),1924,1929,Labour Party
37,George Strauss,London,(-0.1275 51.507222222),1935,1945,Labour Party
38,"George Thomson, Lord Thomson",Bellshill,(-4.028333333 55.820555555),1945,1947,Labour Party
37,George Tomlinson,Rishton,(-2.418702777 53.770111111),1938,1945,Labour Party
37,"George Trefgarne, 1st Baron Trefgarne",Haverfordwest,(-4.969444444 51.801111111),1935,1945,Labour Party
38,"George Wallace, Baron Wallace of Coslany",Cheltenham,(-2.078427777 51.896519444),1945,1950,Labour Party
38,"Oliver Baldwin, 2nd Earl Baldwin of Bewdley",Astley Hall,(-2.295947 52.307605),1945,1947,Labour Party
38,Noel Mason-Macfarlane,Cookham,(-0.708 51.558),1945,1946,Labour Party
38,John Freeman,London,(-0.1275 51.507222222),1945,1950,Labour Party
38,Konni Zilliacus,Kobe,(135.195444444 34.690166666),1945,1950,Labour Party
37,"Leslie Haden-Guest, 1st Baron Haden-Guest",Oldham,(-2.118333333 53.544722222),1937,1945,Labour Party
38,Albert Davies,Smallthorne,(-2.1733 53.0516),1945,1950,Labour Party
38,Alfred Balfour,Aberdeen,(-2.1 57.15),1945,1950,Labour Party
34,Alfred Salter,Greenwich,(0.0 51.48),1924,1929,Labour Party
38,"Alice Bacon, Baroness Bacon",Normanton,(-1.416 53.697),1945,1950,Labour Party
35,Andrew MacLaren,Glasgow,(-4.25 55.861111111),1929,1931,Labour Party
36,Aneurin Bevan,Tredegar,(-3.240688888 51.777611111),1931,1935,Labour Party
38,Richard Crossman,Banbury,(-1.339166666 52.061388888),1945,1950,Labour Party
38,Ernest Bevin,Winsford,(-3.5652 51.0993),1945,1950,Labour Party
36,Stafford Cripps,London,(-0.1275 51.507222222),1931,1935,Labour Party
38,Michael Foot,Plymouth,(-4.142222222 50.371388888),1945,1950,Labour Party
34,Sidney Webb,London,(-0.1275 51.507222222),1924,1929,Labour Party
36,Frederick Llewellyn-Jones,Bethesda,(-4.0603 53.1794),1931,1935,Liberal Party
37,Geoffrey Shakespeare,Norwich,(1.292777777 52.628611111),1935,1945,Liberal Party
38,Ray Gunter,Llanhilleth,(-3.13595 51.6973),1945,1950,Labour Party
38,"Reginald Sorensen, Baron Sorensen",Islington,(-0.1027 51.544),1945,1950,Labour Party
37,Richard Acland,Broadclyst,(-3.433333333 50.766666666),1935,1942,Labour Party
37,Richard Stokes,Balham,(-0.1525 51.4434),1938,1945,Labour Party
35,Robert Forgan,Scotland,(-5.0 57.0),1929,1931,Labour Party
38,"Robert Morrison, 1st Baron Morrison",Aberdeen,(-2.1 57.15),1945,1945,Labour Party
38,Robert Richards,Llangynog,(-3.405141 52.824406),1945,1950,Labour Party
34,Robert Young,Glasgow,(-4.25 55.861111111),1924,1929,Labour Party
38,"Frederick Lee, Baron Lee of Newton",Manchester,(-2.233333333 53.466666666),1945,1950,Labour Party
37,"Frederick Montague, 1st Baron Amwell",London Borough of Islington,(-0.102222222 51.541666666),1935,1945,Labour Party
34,"Frederick Pethick-Lawrence, 1st Baron Pethick-Lawrence",London,(-0.1275 51.507222222),1924,1929,Labour Party
37,A. P. Herbert,Ashtead,(-0.2986 51.3101),1935,1945,independent politician
34,John Ward,Oatlands,(-0.4008 51.3681),1924,1929,Liberal Party
34,Stanley Jackson,Chapel Allerton,(-1.54007 53.8359),1924,1926,Conservative Party
36,Aaron Curry,Newcastle upon Tyne,(-1.613333333 54.977777777),1931,1935,Liberal Party
34,Abraham England,Barrowford,(-2.221 53.851),1924,1929,Liberal Party
35,Alec Glassey,Normanton,(-1.416 53.697),1929,1931,Liberal Party
34,Alexander Livingstone,Applecross peninsula,(-5.80958 57.433),1924,1929,Liberal Party
37,Robert McIntyre,Motherwell,(-3.995555555 55.789166666),1945,1945,Scottish National Party
34,Robert William Hamilton,London,(-0.1275 51.507222222),1924,1929,Liberal Party
35,"William Morrison, 1st Viscount Dunrossil",Oban,(-5.4725 56.409722222),1929,1931,Conservative Party
36,Duff Cooper,London,(-0.1275 51.507222222),1931,1935,Conservative Party
35,"William Cavendish-Bentinck, 7th Duke of Portland",Mayfair,(-0.147222222 51.510277777),1929,1931,Conservative Party
38,John Baker White,West Malling,(0.415211111 51.2917),1945,1950,Conservative Party
34,"John Loder, 2nd Baron Wakehurst",Chelsea,(-0.1684 51.4875),1924,1929,Conservative Party
34,Newton Moore,Fremantle,(115.7475 -32.054166666),1924,1929,Conservative Party
37,Patrick Munro,Partick,(-4.308611111 55.871388888),1935,1942,Conservative Party
36,Frederick Guest,London,(-0.1275 51.507222222),1931,1935,Conservative Party
34,Philip Richardson,Newcastle upon Tyne,(-1.613333333 54.977777777),1924,1929,Conservative Party
