parliament,member,birthPlace,coordinates,start,end,party
31,Constance Markievicz,Westminster,(-0.1333 51.4995),1918,1922,Sinn Féin
31,"Albert Stanley, 1st Baron Ashfield",Normanton,(-1.491 52.898),1918,1920,Conservative Party
26,Joseph Arch,Barford,(-1.605 52.245),1895,1900,Liberal Party
28,Henry Campbell-Bannerman,Glasgow,(-4.25 55.861111111),1906,1908,Liberal Party
31,David Lloyd George,Manchester,(-2.233333333 53.466666666),1918,1922,Liberal Party
28,H. H. Asquith,Morley,(-1.602263888 53.749166666),1906,1910,Liberal Party
29,George Greenwood,Kensington,(-0.1909 51.5004),1910,1910,Liberal Party
28,Randal Cremer,Fareham,(-1.18 50.85),1906,1908,Liberal Party
27,Richard Claverhouse Jebb,Dundee,(-2.97 56.460555555),1900,1905,Conservative Party
31,"Douglas Clifton Brown, 1st Viscount Ruffside",Horsham,(-0.325 51.062),1918,1922,Conservative Party
31,James Ryan,Taghmon,(-7.27055556 53.59333333),1918,1922,Fianna Fáil
30,"James Hamilton, 3rd Duke of Abercorn",London,(-0.1275 51.507222222),1910,1913,Ulster Unionist Party
29,"Hugh Cecil, 1st Baron Quickswood",Hertfordshire,(-0.2 51.9),1910,1910,Conservative Party
31,"John Baird, 1st Viscount Stonehaven",Chelsea,(-0.1684 51.4875),1918,1922,Conservative Party
29,"Davison Dalziel, 1st Baron Dalziel of Wooler",London,(-0.1275 51.507222222),1910,1910,Conservative Party
30,"Sir Charles Trevelyan, 3rd Baronet",Greater London,(-0.083333333 51.5),1910,1918,Labour Party
29,John Redmond,County Wexford,(-6.666666666 52.5),1910,1910,Irish Parliamentary Party
28,William O'Brien,Mallow,(-8.6415 52.131),1906,1909,Irish Parliamentary Party
26,Henry Morton Stanley,Denbigh,(-3.415711111 53.187169444),1895,1900,Liberal Unionist Party
31,"John Moore-Brabazon, 1st Baron Brabazon of Tara",London,(-0.1275 51.507222222),1918,1922,Conservative Party
29,"George Lloyd, 1st Baron Lloyd",Warwickshire,(-1.583333333 52.333333333),1910,1910,Conservative Party
26,"John Montagu Douglas Scott, 7th Duke of Buccleuch","Montagu House, Whitehall",(-0.126389 51.5064),1895,1900,Conservative Party
30,"Auckland Geddes, 1st Baron Geddes",London,(-0.1275 51.507222222),1917,1918,Conservative Party
26,"Matthew White Ridley, 1st Viscount Ridley",London,(-0.1275 51.507222222),1895,1900,Conservative Party
26,"Edward Stanley, 17th Earl of Derby",London,(-0.1275 51.507222222),1895,1900,Conservative Party
31,John Frederick Peel Rawlinson,England,(-1.0 53.0),1918,1922,Conservative Party
31,Reginald Hall,Wiltshire,(-1.9 51.3),1919,1922,Conservative Party
31,George Balfour,Portsmouth,(-1.087222222 50.805833333),1918,1922,Conservative Party
29,"George Younger, 1st Viscount Younger of Leckie",Alloa,(-3.7912 56.1155),1910,1910,Conservative Party
31,"Gordon Hewart, 1st Viscount Hewart",Bury,(-2.298552777 53.59315),1918,1922,Liberal Party
28,George Peabody Gooch,London,(-0.1275 51.507222222),1906,1910,Liberal Party
31,Frank Fahy,County Galway,(-9.0 53.333333333),1918,1922,Sinn Féin
27,Harry Cust,London,(-0.1275 51.507222222),1900,1906,Conservative Party
30,"John Seely, 1st Baron Mottistone",Derbyshire,(-1.61 53.18),1910,1918,Conservative Party
27,James Bailey,Hampshire,(-1.3075 51.0575),1900,1906,Conservative Party
31,James Childs Gould,Cardiff,(-3.179166666 51.481666666),1918,1922,Conservative Party
29,James Fortescue Flannery,Liverpool,(-2.991666666 53.407222222),1910,1910,Conservative Party
27,"James Hozier, 2nd Baron Newlands",Lanarkshire,(-3.833333333 55.583333333),1900,1906,Conservative Party
26,James Lowther,Swillington,(-1.4201 53.768),1895,1900,Conservative Party
27,James Majendie,Westminster,(-0.1333 51.4995),1900,1906,Conservative Party
28,James Martin McCalmont,Belfast,(-5.93 54.596388888),1906,1910,Conservative Party
28,John Batty Tuke,Beverley,(-0.427 53.845),1906,1910,Conservative Party
28,John Benjamin Stone,Birmingham,(-1.9025 52.48),1906,1910,Conservative Party
26,"Thomas Ashton, 1st Baron Ashton of Hyde",Manchester,(-2.233333333 53.466666666),1895,1900,Liberal Party
26,"Walter Runciman, 1st Viscount Runciman of Doxford",South Shields,(-1.43 54.995),1899,1900,Liberal Party
31,Herbert Fisher,London,(-0.1275 51.507222222),1918,1922,Liberal Party
28,John Morley,Blackburn,(-2.4769 53.7449),1906,1908,Liberal Party
29,J. M. Robertson,Isle of Arran,(-5.2375 55.5775),1910,1910,Liberal Party
30,Reginald McKenna,Kensington,(-0.1909 51.5004),1910,1918,Liberal Party
26,"George Goschen, 1st Viscount Goschen",London,(-0.1275 51.507222222),1895,1900,Liberal Party
29,"Arthur Ponsonby, 1st Baron Ponsonby of Shulbrede",Windsor Castle,(-0.60483 51.4838),1910,1910,Labour Party
30,William Adamson,Dunfermline,(-3.461666666 56.071388888),1910,1918,Labour Party
28,"Philip Snowden, 1st Viscount Snowden",Cowling,(-2.047 53.8831),1906,1910,Labour Party
31,Vernon Hartshorn,Crosskeys,(-3.1207 51.6169),1918,1922,Labour Party
29,James Henry Thomas,Newport,(-2.997777777 51.588611111),1910,1910,Labour Party
31,Edward FitzRoy,London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,"Thomas Inskip, 1st Viscount Caldecote",Bristol,(-2.5975 51.453611111),1918,1922,Conservative Party
30,"Vere Ponsonby, 9th Earl of Bessborough",London,(-0.1275 51.507222222),1913,1918,Conservative Party
31,Jack Lawson,Whitehaven,(-3.5855 54.548),1919,1922,Labour Party
31,James Bell,Darlington,(-1.557222222 54.522777777),1918,1922,Labour Party
31,James Sexton,Newcastle upon Tyne,(-1.613333333 54.977777777),1918,1922,Labour Party
28,Richard Bell,Merthyr Tydfil,(-3.3779499 51.747263),1906,1910,Labour Party
31,Desmond FitzGerald,Forest Gate,(0.02739 51.5508),1918,1922,Sinn Féin
31,Eoin MacNeill,Glenarm,(-5.966666666 54.966666666),1918,1922,Sinn Féin
31,Ernest Blythe,Lisburn,(-6.033333333 54.516666666),1918,1922,Sinn Féin
31,Terence MacSwiney,Cork,(-8.473055555 51.9),1918,1920,Sinn Féin
26,"William Gully, 1st Viscount Selby",Great Malvern,(-2.33 52.11),1895,1900,Liberal Party
28,"Ronald Munro Ferguson, 1st Viscount Novar",Kirkcaldy,(-3.167369444 56.110730555),1906,1910,Liberal Party
28,"Rufus Isaacs, 1st Marquess of Reading",London,(-0.1275 51.507222222),1906,1910,Liberal Party
27,"James Bryce, 1st Viscount Bryce",Belfast,(-5.93 54.596388888),1900,1906,Liberal Party
26,"Edmond Fitzmaurice, 1st Baron Fitzmaurice",Lansdowne House,(-0.145427 51.508273),1898,1900,Liberal Party
28,"Sir Charles Dilke, 2nd Baronet",London,(-0.1275 51.507222222),1906,1910,Liberal Party
31,Fionán Lynch,Cahersiveen,(-10.223808 51.948286),1918,1922,Fine Gael
29,Charles Howard,London,(-0.1275 51.507222222),1910,1910,Liberal Unionist Party
30,"Sir William Anson, 3rd Baronet",Walberton,(-0.6198 50.844711111),1910,1914,Liberal Unionist Party
31,James Lennon,Borris,(-6.9175 52.6),1918,1922,Sinn Féin
31,George Noble Plunkett,Dublin,(-6.260277777 53.349722222),1918,1922,Fianna Fáil
31,W. T. Cosgrave,Dublin,(-6.260277777 53.349722222),1918,1922,Sinn Féin
30,James Cosgrave,Eyrecourt,(-8.1325 53.1975),1914,1918,Fianna Fáil
31,"James Craig, 1st Viscount Craigavon",Belfast,(-5.93 54.596388888),1918,1921,Ulster Unionist Party
31,Joseph Larmor,Belfast,(-5.93 54.596388888),1918,1922,Conservative Party
28,"Walter Long, 1st Viscount Long",Bath,(-2.358611 51.381389),1906,1910,Conservative Party
28,J. Batty Langley,Uppingham,(-0.7222 52.59),1906,1909,Liberal Party
28,"Jack Pease, 1st Baron Gainford",Darlington,(-1.557222222 54.522777777),1906,1910,Liberal Party
28,James Annand,Longside,(-1.933 57.5167),1906,1906,Liberal Party
29,James Falconer,Angus,(-2.916666666 56.666666666),1910,1910,Liberal Party
28,James Stuart,Markinch,(-3.13504 56.2026),1906,1910,Liberal Party
31,George Gavan Duffy,Cheshire,(-2.583333333 53.166666666),1918,1922,Cumann na nGaedheal
28,Gervase Beckett,Meanwood,(-1.5642 53.832),1906,1910,Conservative Party
31,"William Bridgeman, 1st Viscount Bridgeman",London,(-0.1275 51.507222222),1918,1922,Conservative Party
29,"Harry Levy-Lawson, 1st Viscount Burnham",St Pancras,(-0.1178 51.5262),1910,1910,Conservative Party
30,"Ronald McNeill, 1st Baron Cushendun",Ulster,(-6.744555555 54.740722222),1911,1918,Conservative Party
31,Gustavus Arthur Talbot,Withington,(-1.95833 51.8389),1918,1920,Conservative Party
31,"Hamar Greenwood, 1st Viscount Greenwood",Whitby,(-78.942222222 43.88),1918,1922,Conservative Party
28,"John Dickson-Poynder, 1st Baron Islington",Isle of Wight,(-1.266666666 50.666666666),1906,1910,Conservative Party
31,John Henry Thorpe,Cork,(-8.473055555 51.9),1919,1922,Conservative Party
30,John Davidson,Mauritius,(57.5 -20.2),1918,1918,Conservative Party
27,John Hutton,London,(-0.1275 51.507222222),1900,1906,Conservative Party
27,John Lloyd Wharton,Aberford,(-1.342861111 53.830444444),1900,1906,Conservative Party
30,John Marriott,Bowdon,(-2.3662 53.3765),1917,1918,Conservative Party
28,Alfred Edward Woodley Mason,Dulwich,(-0.0779 51.4457),1906,1910,Liberal Party
30,John Burns,Vauxhall,(-0.1193 51.4903),1910,1918,Progressive Party
31,Arthur Griffith,Dublin,(-6.260277777 53.349722222),1918,1922,Sinn Féin
29,Harold Henderson,Brentford,(-0.3101 51.4861),1910,1910,Conservative Party
31,Harry Brittain,Sheffield,(-1.470277777 53.380833333),1918,1922,Conservative Party
31,Harry Samuel,Marylebone,(-0.147 51.5177),1918,1922,Conservative Party
28,Harvey du Cros,Dublin,(-6.260277777 53.349722222),1906,1908,Conservative Party
31,"Robert Horne, 1st Viscount Horne of Slamannan",Slamannan,(-3.833327777 55.937902777),1918,1922,Unionist Party
28,John Robert Clynes,Oldham,(-2.118333333 53.544722222),1906,1910,Labour Party
28,Carlyon Bellairs,Gibraltar,(-5.35 36.14),1906,1910,Conservative Party
28,Carne Rasch,Paddington,(-0.173 51.5172),1906,1908,Conservative Party
30,Cecil Lowther,Ampthill,(-0.4906 52.0263),1915,1918,Conservative Party
29,"Charles Bathurst, 1st Viscount Bledisloe",London,(-0.1275 51.507222222),1910,1910,Conservative Party
29,"Charles Dickson, Lord Dickson",Glasgow,(-4.25 55.861111111),1910,1910,Conservative Party
28,John Scurrah Randles,Boston,(-0.0214 52.9746),1906,1910,Conservative Party
30,John Stanhope Arkwright,London,(-0.1275 51.507222222),1910,1912,Conservative Party
31,John Tyson Wigan,West Hartlepool,(-1.22498 54.6889),1918,1921,Conservative Party
29,James Chambers,Darkley,(-6.6795 54.2221),1910,1910,Ulster Unionist Party
29,Charles Harvey Dixon,Watlington,(-1.008 51.645),1910,1910,Conservative Party
27,Charles James Murray,Cairo,(31.235833333 30.044444444),1900,1906,Conservative Party
29,Charles William Bowerman,Honiton,(-3.19 50.8),1910,1910,Labour Party
29,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1910,1910,Labour Party
31,Charles Edwards,Gravel,(-3.195876 52.343135),1918,1922,Labour Party
28,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1906,1908,Liberal Party
28,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
29,Hilaire Belloc,La Celle-Saint-Cloud,(2.145 48.85),1910,1910,Liberal Party
30,Augustine Birrell,Wavertree,(-2.9337 53.398),1910,1918,Liberal Party
31,Eamonn Duggan,Richhill,(-6.551 54.372),1918,1922,Fine Gael
30,Halford Mackinder,Gainsborough,(-0.7732 53.4016),1910,1918,Conservative Party
31,Richard Mulcahy,Waterford,(-7.119 52.2583),1918,1922,Fine Gael
31,John Edwards,Llanbadarn Fawr,(-4.06 52.408),1918,1922,Liberal Party
30,John Hinds,Carmarthen,(-4.316388888 51.856944444),1910,1918,Liberal Party
31,John Sturrock,Newport-on-Tay,(-2.94103 56.4402),1918,1922,Liberal Party
29,John Lloyd Morgan,Carmarthen,(-4.316388888 51.856944444),1910,1910,Liberal Party
26,Edward Blake,Upper Canada,(-80.0 44.0),1895,1900,Liberal Party of Canada
28,Timothy Michael Healy,Bantry,(-9.45322 51.679794),1906,1910,All-for-Ireland League
31,Brian O'Higgins,Kilskeer,(-7.0 53.7),1918,1922,Sinn Féin
31,Bryan Cusack,County Cavan,(-7.25 53.916666666),1918,1922,Fianna Fáil
28,Bertram Stuart Straus,Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
27,C. P. Scott,Bath,(-2.358611 51.381389),1900,1906,Liberal Party
28,Cathcart Wason,Girvan,(-4.85614 55.2382),1906,1910,Liberal Party
31,"Cecil Harmsworth, 1st Baron Harmsworth",St John's Wood,(-0.1751 51.5361),1918,1922,Liberal Party
31,Charles Edward Breese,Porthmadog,(-4.133333333 52.928055555),1918,1922,Liberal Party
29,Charles Henry Lyell,London,(-0.1275 51.507222222),1910,1910,Liberal Party
30,Charles Leach,Illingworth,(-1.88774 53.7528),1910,1916,Liberal Party
28,Thomas Burt,North Shields,(-1.4448 55.0097),1906,1910,Liberal Party
26,"Leonard Courtney, 1st Baron Courtney of Penwith",Penzance,(-5.53685 50.12139),1895,1900,Liberal Party
28,"Weetman Pearson, 1st Viscount Cowdray",Yorkshire,(-1.083333333 53.958333333),1906,1910,Liberal Party
30,Evan Cotton,Medinipur,(87.333333333 22.433333333),1918,1918,Liberal Party
28,H. F. B. Lynch,London,(-0.1275 51.507222222),1906,1910,Liberal Party
29,Harold Tennant,Innerleithen,(-3.05901 55.6184),1910,1910,Liberal Party
29,Harry Nuttall,Manchester,(-2.233333333 53.466666666),1910,1910,Liberal Party
28,"Harry Primrose, 6th Earl of Rosebery",Dalmeny House,(-3.334589575 55.988192169),1906,1910,Liberal Party
27,George William Palmer,Reading,(-0.973055555 51.454166666),1900,1904,Liberal Party
31,Gilbert McMicking,Liverpool,(-2.991666666 53.407222222),1918,1922,Liberal Party
29,Gordon Harvey,Manchester,(-2.233333333 53.466666666),1910,1910,Liberal Party
28,Henry Broadhurst,Littlemore,(-1.227 51.72),1906,1906,Liberal Party
30,"Stanley Buckmaster, 1st Viscount Buckmaster",London,(-0.1275 51.507222222),1911,1915,Liberal Party
26,William Bromley-Davenport,England,(-1.0 53.0),1895,1900,Conservative Party
30,Lord Ninian Crichton-Stuart,Ayrshire,(-4.635836 55.461053),1910,1915,Conservative Party
27,"Matthew White Ridley, 2nd Viscount Ridley",London,(-0.1275 51.507222222),1900,1904,Conservative Party
30,"Michael Hicks Beach, Viscount Quenington",London,(-0.1275 51.507222222),1910,1916,Conservative Party
30,Samuel H. Butcher,Dublin,(-6.260277777 53.349722222),1910,1910,Liberal Unionist Party
29,Bryan Cooper,Shimla,(77.172222222 31.103333333),1910,1910,Irish Unionist Alliance
31,Charles Jesson,Leicester,(-1.133055555 52.636111111),1918,1922,National Liberal Party
28,"Ivor Guest, 1st Viscount Wimborne",London,(-0.1275 51.507222222),1906,1910,Conservative Party
31,Murrough John Wilson,Cliffe,(-1.673333333 54.534166666),1918,1922,Conservative Party
31,"James William Lowther, 1st Viscount Ullswater",London,(-0.1275 51.507222222),1918,1921,Conservative Party
31,Leslie Wilson,London,(-0.1275 51.507222222),1918,1922,Conservative Party
26,"Andrew Murray, 1st Viscount Dunedin",Edinburgh,(-3.189166666 55.953333333),1895,1900,Conservative Party
30,"William Watson, Baron Thankerton",Edinburgh,(-3.189166666 55.953333333),1913,1918,Conservative Party
26,Henry Howe Bemrose,Derby,(-1.476666666 52.921666666),1895,1900,Conservative Party
31,Clement Kinloch-Cooke,Holborn,(-0.1136 51.5204),1918,1922,Conservative Party
27,Coningsby Disraeli,Kensington,(-0.1909 51.5004),1900,1906,Conservative Party
27,David John Morgan,Leytonstone,(0.01 51.569),1900,1906,Conservative Party
31,"Martin Conway, 1st Baron Conway of Allington",Rochester,(0.50546 51.38764),1918,1922,Conservative Party
30,"Rupert Guinness, 2nd Earl of Iveagh",London,(-0.1275 51.507222222),1912,1918,Conservative Party
30,John Dillon Nugent,Keady,(-6.7046 54.2483),1915,1918,Irish Parliamentary Party
30,John Joseph Esmonde,"Drominagh, North Tipperary",(-8.240687 53.045013),1910,1915,Irish Parliamentary Party
30,John Walsh,Bandon,(-8.7425 51.746944444),1910,1918,All-for-Ireland League
31,Charles Murray,London,(-0.1275 51.507222222),1918,1922,Conservative Party
26,"Charles Pierrepont, 4th Earl Manvers",London,(-0.1275 51.507222222),1898,1900,Conservative Party
28,"Charles Stuart-Wortley, 1st Baron Stuart of Wortley",Escrick,(-1.037 53.878),1906,1910,Conservative Party
29,Charles Sydney Goldman,Cape Colony,(18.0 -33.0),1910,1910,Conservative Party
31,C. W. W. McLean,Saint John,(-66.0628 45.2796),1918,1922,Conservative Party
30,John Williams,Aberaman,(-3.43333 51.7),1910,1918,Labour Party
31,William Wilson,Kendal,(-2.745 54.326),1918,1921,Labour Party
31,"Sydney Arnold, 1st Baron Arnold",Altrincham,(-2.355669444 53.383372222),1918,1920,Labour Party
28,Peter Curran,Glasgow,(-4.25 55.861111111),1907,1910,Labour Party
31,Charles Stanton,Aberaman,(-3.43333 51.7),1918,1922,Labour Party
26,"John Lubbock, 1st Baron Avebury",London,(-0.1275 51.507222222),1895,1900,Liberal Party
31,John J. O'Kelly,Valentia Island,(-10.35 51.9),1918,1922,Sinn Féin
31,Liam Mellows,Manchester,(-2.233333333 53.466666666),1918,1922,Sinn Féin
31,Harry Boland,Phibsborough,(-6.272666666 53.360666666),1918,1922,Sinn Féin
27,Lord Richard Cavendish,Mayfair,(-0.147222222 51.510277777),1900,1906,Liberal Party
28,Louis John Tillett,Sprowston,(1.3211 52.6561),1906,1910,Liberal Party
31,"Matthew Vaughan-Davies, 1st Baron Ystwyth",Tanybwlch,(-4.0869744 52.39366),1918,1921,Liberal Party
27,John Aeron Thomas,Aberaeron,(-4.25939 52.24245),1900,1906,Liberal Party
28,"Hudson Kearley, 1st Viscount Devonport",Uxbridge,(-0.4778 51.5404),1906,1910,Liberal Party
27,"Sir Maurice Levy, 1st Baronet",Leicester,(-1.133055555 52.636111111),1900,1906,Liberal Party
30,Edward Thomas John,Pontypridd,(-3.33682 51.59672),1910,1918,Liberal Party
30,Llewellyn Atherley-Jones,England,(-1.0 53.0),1910,1914,Liberal Party
28,"Sir Osmond Williams, 1st Baronet",Llanfihangel-y-traethau,(-4.090183 52.897477),1906,1910,Liberal Party
30,William Samuel Glyn-Jones,Worcester,(-2.220555555 52.191111111),1910,1918,Liberal Party
28,Thomas Ball Silcock,Bradford-on-Avon,(-2.251 51.3469),1906,1910,Liberal Party
27,Alfred Davies,London,(-0.1275 51.507222222),1900,1906,Liberal Party
30,Spencer Leigh Hughes,Trowbridge,(-2.207 51.32),1910,1918,Liberal Party
28,"Sir Edward Holden, 1st Baronet",Tottington,(-2.3393 53.6132),1906,1910,Liberal Party
30,James Woolley Summers,Dukinfield,(-2.0828 53.4739),1910,1913,Liberal Party
27,Horace Rendall Mansfield,Stratford,(-0.002561111 51.5423),1900,1906,Liberal Party
28,James Duckworth,Haslingden,(-2.328 53.705),1906,1910,Liberal Party
28,Joseph Chamberlain,London,(-0.1275 51.507222222),1906,1910,Liberal Party
30,Maurice Arnold de Forest,17th arrondissement of Paris,(2.307838888 48.882244444),1911,1918,Liberal Party
29,Max Muspratt,Seaforth,(-3.0111 53.4678),1910,1910,Liberal Party
27,"Richard Causton, 1st Baron Southwark",Deptford,(-0.0265 51.478),1900,1906,Liberal Party
29,Charles Peter Allen,Prestwich,(-2.2833 53.5333),1910,1910,Liberal Party
26,Charles Seale-Hayne,Brighton,(-0.1375 50.820833333),1895,1900,Liberal Party
28,"Charles Wilson, 2nd Baron Nunburnholme",Cottingham,(-0.413629 53.7822),1906,1907,Liberal Party
26,"Charles Wilson, 1st Baron Nunburnholme",Kingston upon Hull,(-0.3325 53.744444444),1895,1900,Liberal Party
29,"Christopher Furness, 1st Baron Furness",West Hartlepool,(-1.22498 54.6889),1910,1910,Liberal Party
28,Clement Edwards,Knighton,(-3.048216 52.343917),1906,1910,Liberal Party
31,Colin Coote,Fenstanton,(-0.07 52.3),1918,1922,Liberal Party
29,David Brynmor Jones,Swansea,(-3.95 51.616666666),1910,1910,Liberal Party
30,David Hogg,Scotland,(-5.0 57.0),1913,1914,Liberal Party
29,"Sydney Buxton, 1st Earl Buxton",London,(-0.1275 51.507222222),1910,1910,Liberal Party
28,John Henry Whitley,Halifax,(-1.863 53.725),1906,1910,Liberal Party
28,Tudor Walters,Pontypool,(-3.041 51.703),1906,1910,Liberal Party
28,"William Robson, Baron Robson",Newcastle upon Tyne,(-1.613333333 54.977777777),1906,1910,Liberal Party
28,"William Lever, 1st Viscount Leverhulme",Bolton,(-2.43 53.578333333),1906,1910,Liberal Party
28,"Charles McLaren, 1st Baron Aberconway",Edinburgh,(-3.189166666 55.953333333),1906,1910,Liberal Party
30,George Touche,Edinburgh,(-3.189166666 55.953333333),1910,1918,Conservative Party
31,"John Gretton, 1st Baron Gretton",Newton Solney,(-1.582 52.828),1918,1922,Conservative Party
26,"James Gascoyne-Cecil, 4th Marquess of Salisbury",London,(-0.1275 51.507222222),1895,1900,Conservative Party
26,"Ailwyn Fellowes, 1st Baron Ailwyn",Norwich,(1.292777777 52.628611111),1895,1900,Conservative Party
26,Albert Brassey,Rouen,(1.1025 49.443055555),1895,1900,Conservative Party
31,Albert Buckley,Great Crosby,(-3.0224 53.4929),1918,1922,Conservative Party
31,Alfred Jephcott,Coventry,(-1.516666666 52.416666666),1918,1922,Conservative Party
31,Alfred Law,West Bromwich,(-1.983333333 52.516666666),1918,1922,Conservative Party
29,Alfred Hamersley,Great Haseley,(-1.073 51.714),1910,1910,Conservative Party
29,"Almeric Paget, 1st Baron Queenborough",London,(-0.1275 51.507222222),1910,1910,Conservative Party
31,Daniel Martin Wilson,Limerick,(-8.6238 52.6653),1918,1921,Ulster Unionist Party
31,Oswald Mosley,Westminster,(-0.1333 51.4995),1918,1922,Conservative Party
30,"Max Aitken, 1st Baron Beaverbrook",Maple,(-79.5131 43.8539),1910,1916,Conservative Party
28,"Walter Guinness, 1st Baron Moyne",Dublin,(-6.260277777 53.349722222),1907,1910,Conservative Party
31,Mark Sykes,London,(-0.1275 51.507222222),1918,1919,Conservative Party
28,"Frederick Hervey, 4th Marquess of Bristol",Dresden,(13.74 51.05),1906,1907,Conservative Party
30,Charles Beresford,Dundalk,(-6.400277777 54.004444444),1910,1916,Conservative Party
31,Frederick Young,Blyth,(138.483 -33.8333),1918,1922,Conservative Party
27,"George Bingham, 5th Earl of Lucan",London,(-0.1275 51.507222222),1904,1906,Conservative Party
27,"George Goschen, 2nd Viscount Goschen",Hawkhurst,(0.5173 51.0471),1900,1906,Conservative Party
31,"George Hennessy, 1st Baron Windlesham",Château de Bagnolet,(-0.32 45.7133),1918,1922,Conservative Party
29,George Henry Verrall,Lewes,(0.011666666 50.874722222),1910,1910,Conservative Party
27,George Allsopp,Burton upon Trent,(-1.636666666 52.801944444),1900,1906,Conservative Party
31,"George Lane-Fox, 1st Baron Bingley",London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,"William Joynson-Hicks, 1st Viscount Brentford",Kent,(0.73 51.19),1918,1922,Conservative Party
30,D. D. Sheehan,Kanturk,(-8.9 52.175),1910,1918,Irish Parliamentary Party
26,Alfred Welby,Denton,(-0.7119 52.8826),1895,1900,Conservative Party
30,Valentine Fleming,Newport-on-Tay,(-2.94103 56.4402),1910,1917,Conservative Party
26,William Tudor Howell,Pwllheli,(-4.416666666 52.883333333),1895,1900,Conservative Party
26,John Lloyd Gibbons,Wolverhampton,(-2.125277777 52.584166666),1898,1900,Liberal Unionist Party
26,Thomas Bedford Bolitho,Penzance,(-5.53685 50.12139),1895,1900,Liberal Unionist Party
26,John Eustace Jameson,Ireland,(-7.921 53.351),1895,1900,Irish Conservative Party
30,Philip Glazebrook,Holmes Chapel,(-2.353 53.204),1912,1918,Conservative Party
31,Philip Pilditch,Compton,(-4.12028 50.3889),1918,1922,Conservative Party
26,Powlett Milbank,Edinburgh,(-3.189166666 55.953333333),1895,1900,Conservative Party
31,Richard Barnett,Forest Hill,(-0.053 51.4457),1918,1922,Conservative Party
26,Richard Pilkington,St Helens,(-2.7461 53.4541),1899,1900,Conservative Party
27,Richard Rigg,Kendal,(-2.745 54.326),1900,1905,Conservative Party
31,"Robert Sanders, 1st Baron Bayford",London,(-0.1275 51.507222222),1918,1922,Conservative Party
26,Robert Ward,London,(-0.1275 51.507222222),1895,1900,Conservative Party
29,Fred Jowett,Bradford,(-1.751 53.794),1910,1910,Labour Party
31,"George Marks, 1st Baron Marks",Eltham,(0.051772222 51.451477777),1918,1922,Labour Party
31,George Edwards,Marsham,(1.254811111 52.769088888),1920,1922,Labour Party
28,George Roberts,Norfolk,(0.95 52.6725),1906,1910,Labour Party
31,Albert Smith,Nelson,(-2.218 53.8346),1918,1920,Labour Party
30,Albert Stanley,Dawley,(-2.4677 52.6638),1910,1915,Labour Party
28,Alexander Wilkie,Fife,(-3.2 56.25),1906,1910,Labour Party
31,Alfred Onions,Telford,(-2.4475 52.679166666),1918,1921,Labour Party
