parliament,member,birthPlace,coordinates,start,end,party
6,"Robert Stewart, Viscount Castlereagh",Dublin,(-6.260277777 53.349722222),1818,1820,Whigs
6,"Thomas Denman, 1st Baron Denman",London,(-0.1275 51.507222222),1818,1820,Whigs
7,"Henry Brougham, 1st Baron Brougham and Vaux",Cowgate,(-3.18833 55.9486),1820,1826,Whigs
5,"John Copley, 1st Baron Lyndhurst",Boston,(-71.057777777 42.360277777),1818,1818,Tories
7,"Charles Dundas, 1st Baron Amesbury",Berkshire,(-1.0 51.42),1820,1826,Whigs
7,"Charles Gordon, 10th Marquess of Huntly",Orton,(-0.29 52.55),1820,1826,Whigs
7,"John Ponsonby, 4th Earl of Bessborough",Marylebone,(-0.147 51.5177),1820,1826,Whigs
6,Joseph Sydney Yorke,London,(-0.1275 51.507222222),1818,1820,Tories
7,Richard Price,Knighton,(-3.048216 52.343917),1820,1826,Conservative Party
6,James Blair,Dumfries and Galloway,(-3.603 55.07),1818,1820,Conservative Party
2,Quintin Dick,Dublin,(-6.260277777 53.349722222),1803,1806,Conservative Party
6,John Dodson,Hurstpierpoint,(-0.185338888 50.933288888),1819,1820,Tories
7,"Charles Long, 1st Baron Farnborough",London,(-0.1275 51.507222222),1820,1826,Tories
7,"William Lamb, 2nd Viscount Melbourne",London,(-0.1275 51.507222222),1820,1826,Whigs
7,"F. J. Robinson, 1st Viscount Goderich",London,(-0.1275 51.507222222),1820,1826,Tories
7,"Thomas Dundas, 2nd Earl of Zetland",Marylebone,(-0.147 51.5177),1820,1826,Whigs
6,"Maurice FitzGerald, 18th Knight of Kerry",Valentia Island,(-10.35 51.9),1818,1820,Whigs
6,"Edward King, Viscount Kingsborough",Cork,(-8.473055555 51.9),1818,1820,Whigs
7,Frederick Trench,Ballinakill,(-7.31018 52.873683),1820,1826,Conservative Party
7,George Legh Keck,Stoughton,(-1.05623 52.6129),1820,1826,Conservative Party
7,"George Cholmondeley, 2nd Marquess of Cholmondeley",Paris,(2.352222222 48.856666666),1820,1821,Conservative Party
7,Daniel Whittle Harvey,Witham,(0.6373 51.7978),1820,1820,Radicals
6,"George Chichester, 3rd Marquess of Donegall",London,(-0.1275 51.507222222),1818,1820,Tories
7,George Robert Dawson,Castledawson,(-6.556 54.778),1820,1826,Tories
5,George Osbaldeston,Westminster,(-0.1333 51.4995),1812,1818,Whigs
6,George Tierney,Gibraltar,(-5.35 36.14),1818,1820,Whigs
6,"Richard Grosvenor, 2nd Marquess of Westminster",London,(-0.1275 51.507222222),1818,1820,Whigs
6,John Wilson Croker,Galway,(-9.0418 53.2729),1819,1820,Tories
6,"William Wellesley-Pole, 3rd Earl of Mornington",County Meath,(-6.666666666 53.666666666),1818,1820,Tories
6,Joseph Hume,Montrose,(-2.467 56.708),1818,1820,Tories
7,"John Hobhouse, 1st Baron Broughton",Bristol,(-2.5975 51.453611111),1820,1826,Whigs
6,"James Abercromby, 1st Baron Dunfermline",Tullibody,(-3.83641 56.1354),1818,1820,Whigs
6,Robert Waithman,Wrexham,(-2.993611111 53.046666666),1818,1820,Liberal Party
7,"James Brudenell, 7th Earl of Cardigan",Hambleden,(-0.867897222 51.571877777),1820,1826,Conservative Party
7,"Sir Thomas Dyke Acland, 10th Baronet",London,(-0.1275 51.507222222),1820,1826,Conservative Party
7,"Richard Temple-Nugent-Brydges-Chandos-Grenville, 2nd Duke of Buckingham and Chandos",Stowe House,(-1.01804 52.0312),1820,1826,Tories
7,"George Percy, 5th Duke of Northumberland",London,(-0.1275 51.507222222),1820,1826,Tories
7,"Henry Somerset, 7th Duke of Beaufort",England,(-1.0 53.0),1820,1826,Tories
7,William John Bankes,Kingston Lacy,(-2.03184 50.81096),1822,1826,Tory
6,Robert Thomas Wilson,London,(-0.1275 51.507222222),1818,1820,Liberal Party
7,Kirkman Finlay,Glasgow,(-4.25 55.861111111),1820,1820,Tories
6,"FitzRoy Somerset, 1st Baron Raglan",Badminton,(-2.285 51.543),1818,1820,Tories
1,"Henry Dundas, 1st Viscount Melville",Dalkeith,(-3.068332 55.893642),1801,1802,Tories
1,"Henry Paget, 1st Marquess of Anglesey",London,(-0.1275 51.507222222),1801,1802,Whigs
7,"Sir Alexander Grant, 8th Baronet",West Alvington,(-3.816666666 50.266666666),1820,1826,Conservative Party
6,"Sir John Owen, 1st Baronet",Wales,(-3.633333333 52.35),1818,1820,Conservative Party
7,"Edward Smith-Stanley, 13th Earl of Derby",London,(-0.1275 51.507222222),1820,1826,Whigs
7,"William Cholmondeley, 3rd Marquess of Cholmondeley",London,(-0.1275 51.507222222),1822,1826,Conservative Party
6,"William Lowther, 2nd Earl of Lonsdale",London,(-0.1275 51.507222222),1818,1820,Conservative Party
7,"Sir Alexander Boswell, 1st Baronet",Auchinleck House,(-4.425579885 55.007640827),1820,1821,Tories
7,"Sir George Clerk, 6th Baronet",Penicuik House,(-3.2508 55.8197),1820,1826,Tories
7,"Sir John Gladstone, 1st Baronet",Leith,(-3.17005 55.9801),1820,1826,Tories
6,John Nicholl,Llanmaes,(-3.46667 51.4167),1818,1820,Tories
5,"James Gascoyne-Cecil, 2nd Marquess of Salisbury",London,(-0.1275 51.507222222),1813,1817,Conservative Party
7,"Alexander Baring, 1st Baron Ashburton",London,(-0.1275 51.507222222),1820,1826,Tories
6,"William Plunket, 1st Baron Plunket",Enniskillen,(-7.638888888 54.344722222),1818,1820,Whigs
7,William Smith,London Borough of Lambeth,(-0.116388888 51.460833333),1820,1826,Whigs
7,"Nicholas Vansittart, 1st Baron Bexley",Bloomsbury,(-0.125 51.523055555),1820,1823,Tories
7,Henry Goulburn,London,(-0.1275 51.507222222),1820,1826,Conservative Party
7,Henry Lowther,Lowther Castle,(-2.74028 54.6058),1820,1826,Conservative Party
7,"Edward Herbert, 2nd Earl of Powis",Montgomeryshire,(-3.5 52.5833),1820,1826,Conservative Party
6,"Sir James Graham, 2nd Baronet",Cumberland,(-3.0 54.75),1818,1820,Whigs
7,William Henry Clinton,England,(-1.0 53.0),1820,1826,Tories
7,William Henry Scourfield,Pembrokeshire,(-4.842222222 51.845),1820,1826,Tories
5,"William Pole-Tylney-Long-Wellesley, 4th Earl of Mornington",London,(-0.1275 51.507222222),1812,1818,Tories
6,George Dundas,Upleatham,(-1.01667 54.5667),1818,1820,Whigs
7,"Thomas Coke, 1st Earl of Leicester",London,(-0.1275 51.507222222),1820,1826,Whigs
7,"Henry Bathurst, 4th Earl Bathurst",Apsley House,(-0.151666666 51.503472222),1820,1826,Tories
5,Francis Horner,Edinburgh,(-3.189166666 55.953333333),1812,1817,Whigs
7,Stephen Rumbold Lushington,Godmersham,(0.9579 51.2162),1820,1826,Conservative Party
7,"Sir William Curtis, 1st Baronet",Wapping,(-0.061 51.5073),1820,1826,Tories
7,Thomas Wood,Westminster,(-0.1333 51.4995),1820,1826,Conservative Party
7,"Francis Russell, 7th Duke of Bedford",Pall Mall,(-0.133055555 51.506944444),1820,1826,Whigs
7,"Ulysses de Burgh, 2nd Baron Downes",Dublin,(-6.260277777 53.349722222),1820,1826,Tories
7,William Haldimand,London,(-0.1275 51.507222222),1820,1826,
7,William Wilberforce,Wilberforce House,(-0.328 53.7441),1820,1825,
7,"William Parsons, 3rd Earl of Rosse",York,(-1.083333333 53.95),1821,1826,
6,"Sir George Staunton, 2nd Baronet",Salisbury,(-1.7936 51.074),1818,1820,
7,James Mackintosh,Inverness,(-4.225833333 57.483888888),1820,1826,
7,Lowry Cole,Dublin,(-6.260277777 53.349722222),1820,1822,
6,Lord Edward Somerset,Badminton,(-2.285 51.543),1818,1820,
7,Eliab Harvey,Chigwell,(0.072269444 51.6225),1820,1826,
4,William Herbert,Hampshire,(-1.3075 51.0575),1811,1812,
7,"Sir Josias Rowley, 1st Baronet",Ireland,(-7.921 53.351),1821,1826,
7,"Sir William Congreve, 2nd Baronet",Kent,(0.73 51.19),1820,1826,
6,Robert Grant,Bengal,(88.7311 23.9888),1818,1820,
7,David Milne,Musselburgh,(-3.054166666 55.941944444),1820,1820,
3,"Andrew Blayney, 11th Baron Blayney",Castleblayney,(-6.738888888 54.12),1806,1807,
6,"George Nugent-Grenville, 2nd Baron Nugent",Kilmainham,(-6.308 53.342),1818,1820,
5,Thomas Maitland,Scotland,(-5.0 57.0),1802,1805,
7,"Hussey Vivian, 1st Baron Vivian",Truro,(-5.051 50.26),1820,1826,
6,Richard Martin,Dublin,(-6.260277777 53.349722222),1818,1820,
7,"John Campbell, 7th Duke of Argyll",London,(-0.1275 51.507222222),1820,1822,
7,Thomas Byam Martin,Surrey,(-0.45 51.25),1820,1826,
7,Richard Heber,London,(-0.1275 51.507222222),1821,1826,
6,Adolphus Dalrymple,London,(-0.1275 51.507222222),1819,1820,
7,"Richard Seymour-Conway, 4th Marquess of Hertford",London,(-0.1275 51.507222222),1822,1826,
7,Augustus Clifford,France,(2.0 47.0),1820,1822,
6,Charles Forbes,Leochel-Cushnie,(-2.782503361 57.19007235),1818,1820,
7,Charles Wetherell,Oxford,(-1.257777777 51.751944444),1820,1826,
7,Christopher Cole,Marazion,(-5.476 50.125),1820,1826,
4,"David Boyle, Lord Boyle",Irvine,(-4.661111111 55.619444444),1807,1811,
2,Davies Gilbert,St Erth,(-5.437 50.166),1804,1806,
7,"Dudley Ryder, 2nd Earl of Harrowby",London,(-0.1275 51.507222222),1820,1826,
7,"Edward Harbord, 3rd Baron Suffield",Albemarle Street,(-0.1421 51.5091),1820,1821,
6,"Francis Conyngham, 2nd Marquess Conyngham",Dublin,(-6.260277777 53.349722222),1818,1820,
6,"Francis Ogilvy-Grant, 6th Earl of Seafield",Castle Grant,(-3.594722222 57.351944444),1818,1820,
6,Frederick Cavendish Ponsonby,Marylebone,(-0.147 51.5177),1818,1820,
2,"Frederick Hervey, 1st Marquess of Bristol",Suffolk,(1.0 52.2),1802,1803,
6,George Mundy,Shipley Hall,(-1.3486 52.9937),1818,1820,
7,"George Pratt, 2nd Marquess Camden",London,(-0.1275 51.507222222),1821,1826,
7,"Gilbert Heathcote, 1st Baron Aveland",Normanton Hall,(-0.6206 52.6462),1820,1826,
1,"Sir Francis Baring, 1st Baronet",Exeter,(-3.526944444 50.725555555),1801,1802,
6,"Sir Thomas Buxton, 1st Baronet",Castle Hedingham,(0.604 51.991),1818,1820,
6,Henry Cavendish,Westminster,(-0.1333 51.4995),1818,1820,
5,Henry Gally Knight,Rotherham,(-1.357222222 53.43),1814,1815,
7,Herbert Taylor,Patrixbourne,(1.1347 51.2549),1820,1823,
7,Horace Twiss,Bath,(-2.358611 51.381389),1820,1826,
7,Hudson Gurney,Norwich,(1.292777777 52.628611111),1820,1826,
7,James Dunlop of Dunlop,East Ayrshire,(-4.25 55.5),1820,1826,
7,"James Stopford, 4th Earl of Courtown",London,(-0.1275 51.507222222),1820,1826,
7,"William Scott, 1st Baron Stowell",Heworth,(-1.556 54.947),1820,1821,
6,"John Campbell, 1st Earl Cawdor",London,(-0.1275 51.507222222),1818,1820,
7,John Fane,Wormsley Park,(-0.934224 51.6447),1820,1824,
4,John Frewen-Turner,Sapcote,(-1.27905 52.534469444),1807,1812,
7,John Markham,Westminster,(-0.1333 51.4995),1820,1826,
6,Joseph Phillimore,London,(-0.1275 51.507222222),1818,1820,
7,"Lawrence Dundas, 1st Earl of Zetland",Westminster,(-0.1333 51.4995),1820,1820,
4,Love Jones-Parry,London,(-0.1275 51.507222222),1807,1808,
4,"Matthew Montagu, 4th Baron Rokeby",London,(-0.1275 51.507222222),1807,1812,
7,Ralph Bernal,London,(-0.1275 51.507222222),1820,1826,
6,"Richard Griffin, 3rd Baron Braybrooke",Stanlake Park,(-0.847399 51.471167),1818,1820,
6,Richard Sharp,Newfoundland and Labrador,(-60.0 53.0),1818,1819,
7,"Robert Gifford, 1st Baron Gifford",Exeter,(-3.526944444 50.725555555),1820,1824,
7,Samuel Charles Whitbread,London,(-0.1275 51.507222222),1820,1826,
6,"Sir Edward Cust, 1st Baronet",London,(-0.1275 51.507222222),1818,1820,
6,"Sir Isaac Coffin, 1st Baronet",Boston,(-71.057777777 42.360277777),1818,1820,
7,"Sir John Aubrey, 6th Baronet",Buckinghamshire,(-0.8 51.766666666),1820,1826,
7,"Sir John Sebright, 7th Baronet",St James's,(-0.133 51.5085),1820,1826,
7,"Sir Manasseh Masseh Lopes, 1st Baronet",Jamaica,(-77.4 18.18),1820,1826,
6,"Sir Robert Vaughan, 2nd Baronet",Hengwrt,(-3.8997274 52.752039),1818,1820,
6,Thomas Frankland Lewis,Middlesex,(-0.416666666 51.5),1818,1820,
7,"Sir Watkin Williams-Wynn, 5th Baronet",Wales,(-3.633333333 52.35),1820,1826,
7,Stephen Lushington,South Hill Park,(-0.75 51.394),1820,1826,
6,Thomas Assheton Smith,Ashley,(-2.339 53.354),1818,1820,
7,"William Courtenay, 10th Earl of Devon",London,(-0.1275 51.507222222),1820,1826,
7,William Dundas,Scotland,(-5.0 57.0),1820,1826,
7,"William Cavendish-Scott-Bentinck, Marquess of Titchfield",Welbeck Abbey,(-1.15603 53.2621),1820,1821,
7,William Henry Pringle,Dublin,(-6.260277777 53.349722222),1820,1826,
6,William Johnstone Hope,Finchley,(-0.187 51.599),1818,1820,
7,William Leader Maberly,Surrey,(-0.45 51.25),1820,1826,
6,William Madocks,London,(-0.1275 51.507222222),1818,1820,
3,William Ormsby-Gore,Bath,(-2.358611 51.381389),1806,1807,
7,"James Scarlett, 1st Baron Abinger",Jamaica,(-77.4 18.18),1820,1822,
7,Henry Baring,Cromer,(1.302 52.931),1820,1826,
1,"John Leicester, 1st Baron de Tabley",Tabley House,(-2.4131 53.296),1801,1802,
7,Lawrence Vaughan Palk,England,(-1.0 53.0),1820,1826,
7,William Joseph Denison,London,(-0.1275 51.507222222),1820,1826,
7,Peter Moore,Sedbergh,(-2.526 54.322),1820,1826,
7,"Sir John Maxwell, 8th Baronet",Pollok House,(-4.31851 55.828),1820,1826,
7,Pryse Pryse,Buscot,(-1.667 51.677),1820,1826,
7,Michael Prendergast,County Galway,(-9.0 53.333333333),1820,1826,
4,William Sloane-Stanley,South Stoneham,(-1.38 50.94),1807,1812,
5,Anthony Buller,England,(-1.0 53.0),1812,1816,
7,"Sir Compton Domvile, 1st Baronet",County Down,(-5.94 54.36),1820,1823,
4,Robert Lawrence Dundas,Middlesex,(-0.416666666 51.5),1807,1812,
6,Dugdale Dugdale,Warwickshire,(-1.583333333 52.333333333),1818,1820,
5,Charles Pallmer,Jamaica,(-77.4 18.18),1815,1817,
